country,sex,age_group,year,long_term_unemployed_thousands
aus,f,total,1987,57.415000915527344
aus,f,youth,1987,24.76300048828125
aus,f,adult,1987,32.652000427246094
aus,mf,total,1988,160.01600646972656
aus,mf,youth,1988,49.73400115966797
aus,mf,adult,1988,110.28199768066406
aus,m,total,1988,104.00199890136719
aus,m,youth,1988,27.275999069213867
aus,m,adult,1988,76.72599792480469
aus,f,total,1988,56.013999938964844
aus,f,youth,1988,22.45800018310547
aus,f,adult,1988,33.555999755859375
aus,mf,total,1989,125.80799865722656
aus,mf,youth,1989,36.005001068115234
aus,mf,adult,1989,89.8030014038086
aus,m,total,1989,82.90799713134766
aus,m,youth,1989,19.73200035095215
aus,m,adult,1989,63.17599868774414
aus,f,total,1989,42.900001525878906
aus,f,youth,1989,16.273000717163086
aus,f,adult,1989,26.62700080871582
aus,mf,total,1990,123.302001953125
aus,mf,youth,1990,35.09000015258789
aus,mf,adult,1990,88.21199798583984
aus,m,total,1990,80.08799743652344
aus,m,youth,1990,19.20199966430664
aus,m,adult,1990,60.88600158691406
aus,f,total,1990,43.2140007019043
aus,f,youth,1990,15.887999534606934
aus,f,adult,1990,27.326000213623047
aus,mf,total,1991,193.31700134277344
aus,mf,youth,1991,57.35100173950195
aus,mf,adult,1991,135.96600341796875
aus,m,total,1991,125.1719970703125
aus,m,youth,1991,32.625999450683594
aus,m,adult,1991,92.5459976196289
aus,f,total,1991,68.1449966430664
aus,f,youth,1991,24.725000381469727
aus,f,adult,1991,43.41999816894531
aus,mf,total,1992,309.35101318359375
aus,mf,youth,1992,95.98999786376953
aus,mf,adult,1992,213.36099243164062
aus,m,total,1992,204.41000366210938
aus,m,youth,1992,57.01599884033203
aus,m,adult,1992,147.3939971923828
aus,f,total,1992,104.94100189208984
aus,f,youth,1992,38.9739990234375
aus,f,adult,1992,65.96700286865234
aus,mf,total,1993,344.7820129394531
aus,mf,youth,1993,94.01100158691406
aus,mf,adult,1993,250.77099609375
aus,m,total,1993,232.29800415039062
aus,m,youth,1993,56.340999603271484
aus,m,adult,1993,175.95700073242188
aus,f,total,1993,112.48400115966797
aus,f,youth,1993,37.66999816894531
aus,f,adult,1993,74.81400299072266
aus,mf,total,1994,308.5509948730469
aus,mf,youth,1994,81.41500091552734
aus,mf,adult,1994,227.13600158691406
aus,m,total,1994,201.85699462890625
aus,m,youth,1994,47.04499816894531
aus,m,adult,1994,154.81199645996094
aus,f,total,1994,106.69400024414062
aus,f,youth,1994,34.369998931884766
aus,f,adult,1994,72.3239974975586
aus,mf,total,1995,244.82000732421875
aus,mf,youth,1995,60.87300109863281
aus,mf,adult,1995,183.94700622558594
aus,m,total,1995,160.54400634765625
aus,m,youth,1995,34.683998107910156
aus,m,adult,1995,125.86000061035156
aus,f,total,1995,84.2760009765625
aus,f,youth,1995,26.18899917602539
aus,f,adult,1995,58.08700180053711
aus,mf,total,1996,222.2530059814453
aus,mf,youth,1996,56.4010009765625
aus,mf,adult,1996,165.8520050048828
aus,m,total,1996,142.56300354003906
aus,m,youth,1996,33.05500030517578
aus,m,adult,1996,109.50800323486328
aus,f,total,1996,79.69000244140625
aus,f,youth,1996,23.34600067138672
aus,f,adult,1996,56.34400177001953
aus,mf,total,1997,242.73199462890625
aus,mf,youth,1997,63.4109992980957
aus,mf,adult,1997,179.3209991455078
aus,m,total,1997,154.1320037841797
aus,m,youth,1997,39.30400085449219
aus,m,adult,1997,114.8280029296875
aus,f,total,1997,88.5999984741211
aus,f,youth,1997,24.10700035095215
aus,f,adult,1997,64.49299621582031
aus,mf,total,1998,237.23699951171875
aus,mf,youth,1998,58.86600112915039
aus,mf,adult,1998,178.37100219726562
aus,m,total,1998,152.77499389648438
aus,m,youth,1998,33.20899963378906
aus,m,adult,1998,119.56600189208984
aus,f,total,1998,84.46199798583984
aus,f,youth,1998,25.656999588012695
aus,f,adult,1998,58.80500030517578
aus,mf,total,1999,204.44400024414062
aus,mf,youth,1999,46.48400115966797
aus,mf,adult,1999,157.9600067138672
aus,m,total,1999,132.56100463867188
aus,m,youth,1999,26.59000015258789
aus,m,adult,1999,105.97100067138672
aus,f,total,1999,71.88300323486328
aus,f,youth,1999,19.893999099731445
aus,f,adult,1999,51.98899841308594
aus,mf,total,2000,170.56100463867188
aus,mf,youth,2000,37.94200134277344
aus,mf,adult,2000,132.61900329589844
aus,m,total,2000,110.20700073242188
aus,m,youth,2000,22.472000122070312
aus,m,adult,2000,87.73500061035156
aus,f,total,2000,60.354000091552734
aus,f,youth,2000,15.470000267028809
aus,f,adult,2000,44.88399887084961
aus,mf,total,2001,157.6529998779297
aus,mf,youth,2001,38.064998626708984
aus,mf,adult,2001,119.58799743652344
aus,m,total,2001,99.50900268554688
aus,m,youth,2001,22.260000228881836
aus,m,adult,2001,77.2490005493164
aus,f,total,2001,58.14400100708008
aus,f,youth,2001,15.805000305175781
aus,f,adult,2001,42.3390007019043
aus,mf,total,2002,140.1790008544922
aus,mf,youth,2002,32.00899887084961
aus,mf,adult,2002,108.16999816894531
aus,m,total,2002,90.75800323486328
aus,m,youth,2002,19.03499984741211
aus,m,adult,2002,71.7229995727539
aus,f,total,2002,49.42100143432617
aus,f,youth,2002,12.973999977111816
aus,f,adult,2002,36.446998596191406
aus,mf,total,2003,127.23500061035156
aus,mf,youth,2003,27.562000274658203
aus,mf,adult,2003,99.6729965209961
aus,m,total,2003,80.45700073242188
aus,m,youth,2003,17.267000198364258
aus,m,adult,2003,63.189998626708984
aus,f,total,2003,46.77799987792969
aus,f,youth,2003,10.295000076293945
aus,f,adult,2003,36.483001708984375
aus,mf,total,2004,112.34500122070312
aus,mf,youth,2004,26.349000930786133
aus,mf,adult,2004,85.99600219726562
aus,m,total,2004,68.47599792480469
aus,m,youth,2004,15.41100025177002
aus,m,adult,2004,53.064998626708984
aus,f,total,2004,43.86899948120117
aus,f,youth,2004,10.937999725341797
aus,f,adult,2004,32.930999755859375
aus,mf,total,2005,95.44300079345703
aus,mf,youth,2005,21.177000045776367
aus,mf,adult,2005,74.26599884033203
aus,m,total,2005,57.612998962402344
aus,m,youth,2005,11.847999572753906
aus,m,adult,2005,45.76499938964844
aus,f,total,2005,37.83000183105469
aus,f,youth,2005,9.329000473022461
aus,f,adult,2005,28.500999450683594
aus,mf,total,2006,92.13600158691406
aus,mf,youth,2006,22.238000869750977
aus,mf,adult,2006,69.89800262451172
aus,m,total,2006,55.641998291015625
aus,m,youth,2006,13.46500015258789
aus,m,adult,2006,42.176998138427734
aus,f,total,2006,36.49399948120117
aus,f,youth,2006,8.77299976348877
aus,f,adult,2006,27.72100067138672
aus,mf,total,2007,73.4010009765625
aus,mf,youth,2007,19.03700065612793
aus,mf,adult,2007,54.36399841308594
aus,m,total,2007,39.470001220703125
aus,m,youth,2007,10.010000228881836
aus,m,adult,2007,29.459999084472656
aus,f,total,2007,33.930999755859375
aus,f,youth,2007,9.027000427246094
aus,f,adult,2007,24.90399932861328
aus,mf,total,2008,70.8280029296875
aus,mf,youth,2008,16.125999450683594
aus,mf,adult,2008,54.70199966430664
aus,m,total,2008,38.32699966430664
aus,m,youth,2008,8.772000312805176
aus,m,adult,2008,29.55500030517578
aus,f,total,2008,32.500999450683594
aus,f,youth,2008,7.354000091552734
aus,f,adult,2008,25.14699935913086
aus,mf,total,2009,93.7030029296875
aus,mf,youth,2009,22.031999588012695
aus,mf,adult,2009,71.6709976196289
aus,m,total,2009,53.42399978637695
aus,m,youth,2009,13.045999526977539
aus,m,adult,2009,40.37799835205078
aus,f,total,2009,40.27899932861328
aus,f,youth,2009,8.986000061035156
aus,f,adult,2009,31.292999267578125
aus,mf,total,2010,112.76100158691406
aus,mf,youth,2010,30.656999588012695
aus,mf,adult,2010,82.10399627685547
aus,m,total,2010,66.22100067138672
aus,m,youth,2010,18.371000289916992
aus,m,adult,2010,47.849998474121094
aus,f,total,2010,46.540000915527344
aus,f,youth,2010,12.28600025177002
aus,f,adult,2010,34.25400161743164
aus,mf,total,2011,113.63600158691406
aus,mf,youth,2011,30.14699935913086
aus,mf,adult,2011,83.48899841308594
aus,m,total,2011,62.08300018310547
aus,m,youth,2011,17.68000030517578
aus,m,adult,2011,44.40299987792969
aus,f,total,2011,51.553001403808594
aus,f,youth,2011,12.467000007629395
aus,f,adult,2011,39.08599853515625
aus,mf,total,2012,118.58100128173828
aus,mf,youth,2012,32.305999755859375
aus,mf,adult,2012,86.2750015258789
aus,m,total,2012,66.9469985961914
aus,m,youth,2012,19.85099983215332
aus,m,adult,2012,47.09600067138672
aus,f,total,2012,51.63399887084961
aus,f,youth,2012,12.454999923706055
aus,f,adult,2012,39.17900085449219
aus,mf,total,2013,131.51499938964844
aus,mf,youth,2013,35.887001037597656
aus,mf,adult,2013,95.62799835205078
aus,m,total,2013,75.24800109863281
aus,m,youth,2013,21.4689998626709
aus,m,adult,2013,53.77899932861328
aus,f,total,2013,56.266998291015625
aus,f,youth,2013,14.418000221252441
aus,f,adult,2013,41.8489990234375
aus,mf,total,2014,162.88099670410156
aus,mf,youth,2014,48.51300048828125
aus,mf,adult,2014,114.36799621582031
aus,m,total,2014,90.55599975585938
aus,m,youth,2014,29.558000564575195
aus,m,adult,2014,60.99800109863281
aus,f,total,2014,72.32499694824219
aus,f,youth,2014,18.954999923706055
aus,f,adult,2014,53.369998931884766
aut,mf,total,1994,39.599998474121094
aut,mf,youth,1994,1.2999999523162842
aut,mf,adult,1994,38.29999923706055
aut,m,total,1994,22.200000762939453
aut,m,youth,1994,0.6000000238418579
aut,m,adult,1994,21.600000381469727
aut,f,total,1994,17.399999618530273
aut,f,youth,1994,0.699999988079071
aut,f,adult,1994,16.700000762939453
aut,mf,total,1995,48.70000076293945
aut,mf,youth,1995,5.800000190734863
aut,mf,adult,1995,42.900001525878906
aut,m,total,1995,23.700000762939453
aut,m,youth,1995,3.299999952316284
aut,m,adult,1995,20.399999618530273
aut,f,total,1995,25.0
aut,f,youth,1995,2.5
aut,f,adult,1995,22.5
aut,mf,total,1996,50.20000076293945
aut,mf,youth,1996,7.099999904632568
aut,mf,adult,1996,43.099998474121094
aut,m,total,1996,25.799999237060547
aut,m,youth,1996,3.9000000953674316
aut,m,adult,1996,21.899999618530273
aut,f,total,1996,24.399999618530273
aut,f,youth,1996,3.200000047683716
aut,f,adult,1996,21.200000762939453
aut,mf,total,1997,53.099998474121094
aut,mf,youth,1997,6.699999809265137
aut,mf,adult,1997,46.400001525878906
aut,m,total,1997,29.200000762939453
aut,m,youth,1997,4.0
aut,m,adult,1997,25.200000762939453
aut,f,total,1997,23.899999618530273
aut,f,youth,1997,2.700000047683716
aut,f,adult,1997,21.200000762939453
aut,mf,total,1998,60.79999923706055
aut,mf,youth,1998,5.900000095367432
aut,mf,adult,1998,54.900001525878906
aut,m,total,1998,33.29999923706055
aut,m,youth,1998,2.0
aut,m,adult,1998,31.299999237060547
aut,f,total,1998,27.5
aut,f,youth,1998,3.9000000953674316
aut,f,adult,1998,23.600000381469727
aut,mf,total,1999,52.599998474121094
aut,mf,youth,1999,4.5
aut,mf,adult,1999,48.099998474121094
aut,m,total,1999,28.0
aut,m,youth,1999,1.7000000476837158
aut,m,adult,1999,26.299999237060547
aut,f,total,1999,24.600000381469727
aut,f,youth,1999,2.799999952316284
aut,f,adult,1999,21.799999237060547
aut,mf,total,2000,46.62699890136719
aut,mf,youth,2000,4.073999881744385
aut,mf,adult,2000,42.553001403808594
aut,m,total,2000,28.93600082397461
aut,m,youth,2000,1.8969999551773071
aut,m,adult,2000,27.038999557495117
aut,f,total,2000,17.69099998474121
aut,f,youth,2000,2.177000045776367
aut,f,adult,2000,15.513999938964844
aut,mf,total,2001,35.762001037597656
aut,mf,youth,2001,3.377000093460083
aut,mf,adult,2001,32.3849983215332
aut,m,total,2001,19.86400032043457
aut,m,youth,2001,1.3730000257492065
aut,m,adult,2001,18.490999221801758
aut,f,total,2001,15.89799976348877
aut,f,youth,2001,2.003999948501587
aut,f,adult,2001,13.894000053405762
aut,mf,total,2002,36.95500183105469
aut,mf,youth,2002,3.1640000343322754
aut,mf,adult,2002,33.79100036621094
aut,m,total,2002,18.416000366210938
aut,m,youth,2002,1.128000020980835
aut,m,adult,2002,17.288000106811523
aut,f,total,2002,18.538999557495117
aut,f,youth,2002,2.0360000133514404
aut,f,adult,2002,16.503000259399414
aut,mf,total,2003,44.849998474121094
aut,mf,youth,2003,3.5799999237060547
aut,mf,adult,2003,41.27000045776367
aut,m,total,2003,26.969999313354492
aut,m,youth,2003,2.3499999046325684
aut,m,adult,2003,24.6200008392334
aut,f,total,2003,17.8799991607666
aut,f,youth,2003,1.2300000190734863
aut,f,adult,2003,16.649999618530273
aut,mf,total,2004,59.53799819946289
aut,mf,youth,2004,9.932000160217285
aut,mf,adult,2004,49.60599899291992
aut,m,total,2004,31.58300018310547
aut,m,youth,2004,5.007999897003174
aut,m,adult,2004,26.575000762939453
aut,f,total,2004,27.954999923706055
aut,f,youth,2004,4.923999786376953
aut,f,adult,2004,23.0310001373291
aut,mf,total,2005,57.04899978637695
aut,mf,youth,2005,8.307999610900879
aut,mf,adult,2005,48.74100112915039
aut,m,total,2005,30.47599983215332
aut,m,youth,2005,4.318999767303467
aut,m,adult,2005,26.156999588012695
aut,f,total,2005,26.572999954223633
aut,f,youth,2005,3.989000082015991
aut,f,adult,2005,22.583999633789062
aut,mf,total,2006,59.19599914550781
aut,mf,youth,2006,8.722999572753906
aut,mf,adult,2006,50.472999572753906
aut,m,total,2006,32.63800048828125
aut,m,youth,2006,5.242000102996826
aut,m,adult,2006,27.395999908447266
aut,f,total,2006,26.558000564575195
aut,f,youth,2006,3.4809999465942383
aut,f,adult,2006,23.07699966430664
aut,mf,total,2007,54.58399963378906
aut,mf,youth,2007,7.400000095367432
aut,mf,adult,2007,47.183998107910156
aut,m,total,2007,27.048999786376953
aut,m,youth,2007,3.9860000610351562
aut,m,adult,2007,23.062999725341797
aut,f,total,2007,27.53499984741211
aut,f,youth,2007,3.4140000343322754
aut,f,adult,2007,24.121000289916992
aut,mf,total,2008,41.83100128173828
aut,mf,youth,2008,6.861000061035156
aut,mf,adult,2008,34.970001220703125
aut,m,total,2008,22.73699951171875
aut,m,youth,2008,3.759000062942505
aut,m,adult,2008,18.97800064086914
aut,f,total,2008,19.0939998626709
aut,f,youth,2008,3.1019999980926514
aut,f,adult,2008,15.991999626159668
aut,mf,total,2009,48.334999084472656
aut,mf,youth,2009,7.947999954223633
aut,mf,adult,2009,40.387001037597656
aut,m,total,2009,27.249000549316406
aut,m,youth,2009,4.775000095367432
aut,m,adult,2009,22.474000930786133
aut,f,total,2009,21.086000442504883
aut,f,youth,2009,3.1730000972747803
aut,f,adult,2009,17.913000106811523
aut,mf,total,2010,51.762001037597656
aut,mf,youth,2010,9.251999855041504
aut,mf,adult,2010,42.5099983215332
aut,m,total,2010,31.479999542236328
aut,m,youth,2010,5.326000213623047
aut,m,adult,2010,26.15399932861328
aut,f,total,2010,20.281999588012695
aut,f,youth,2010,3.9260001182556152
aut,f,adult,2010,16.356000900268555
aut,mf,total,2011,50.88199996948242
aut,mf,youth,2011,7.415999889373779
aut,mf,adult,2011,43.465999603271484
aut,m,total,2011,28.66699981689453
aut,m,youth,2011,3.434000015258789
aut,m,adult,2011,25.232999801635742
aut,f,total,2011,22.21500015258789
aut,f,youth,2011,3.9820001125335693
aut,f,adult,2011,18.232999801635742
aut,mf,total,2012,52.0369987487793
aut,mf,youth,2012,7.9720001220703125
aut,mf,adult,2012,44.064998626708984
aut,m,total,2012,29.27199935913086
aut,m,youth,2012,4.327000141143799
aut,m,adult,2012,24.94499969482422
aut,f,total,2012,22.764999389648438
aut,f,youth,2012,3.6449999809265137
aut,f,adult,2012,19.1200008392334
aut,mf,total,2013,56.88999938964844
aut,mf,youth,2013,8.281000137329102
aut,mf,adult,2013,48.60900115966797
aut,m,total,2013,32.0
aut,m,youth,2013,3.7939999103546143
aut,m,adult,2013,28.20599937438965
aut,f,total,2013,24.889999389648438
aut,f,youth,2013,4.486999988555908
aut,f,adult,2013,20.402999877929688
aut,mf,total,2014,66.61499786376953
aut,mf,youth,2014,7.883999824523926
aut,mf,adult,2014,58.73099899291992
aut,m,total,2014,38.03799819946289
aut,m,youth,2014,4.000999927520752
aut,m,adult,2014,34.0369987487793
aut,f,total,2014,28.57699966430664
aut,f,youth,2014,3.882999897003174
aut,f,adult,2014,24.694000244140625
aze,mf,total,2009,175.302001953125
aze,mf,youth,2009,56.75600051879883
aze,mf,adult,2009,118.5459976196289
aze,m,total,2009,60.902000427246094
aze,m,youth,2009,19.02899932861328
aze,m,adult,2009,41.87300109863281
aze,f,total,2009,114.4000015258789
aze,f,youth,2009,37.72700119018555
aze,f,adult,2009,76.6729965209961
aze,mf,total,2010,169.94700622558594
aze,mf,youth,2010,67.81500244140625
aze,mf,adult,2010,102.13200378417969
aze,m,total,2010,62.9900016784668
aze,m,youth,2010,29.06999969482422
aze,m,adult,2010,33.91999816894531
aze,f,total,2010,106.95700073242188
aze,f,youth,2010,38.744998931884766
aze,f,adult,2010,68.21199798583984
aze,mf,total,2011,169.50900268554688
aze,mf,youth,2011,62.861000061035156
aze,mf,adult,2011,106.64800262451172
aze,m,total,2011,63.643001556396484
aze,m,youth,2011,30.389999389648438
aze,m,adult,2011,33.25299835205078
aze,f,total,2011,105.86699676513672
aze,f,youth,2011,32.47100067138672
aze,f,adult,2011,73.39600372314453
aze,mf,total,2012,163.12100219726562
aze,mf,youth,2012,58.99800109863281
aze,mf,adult,2012,104.12300109863281
aze,m,total,2012,62.71799850463867
aze,m,youth,2012,23.19300079345703
aze,m,adult,2012,39.525001525878906
aze,f,total,2012,100.4020004272461
aze,f,youth,2012,35.80500030517578
aze,f,adult,2012,64.59700012207031
aze,mf,total,2013,158.52200317382812
aze,mf,youth,2013,57.06800079345703
aze,mf,adult,2013,101.4540023803711
aze,m,total,2013,60.18299865722656
aze,m,youth,2013,23.049999237060547
aze,m,adult,2013,37.132999420166016
aze,f,total,2013,98.33899688720703
aze,f,youth,2013,34.018001556396484
aze,f,adult,2013,64.32099914550781
bhs,mf,total,2009,8.649999618530273
bhs,m,total,2009,3.8350000381469727
bhs,f,total,2009,4.815000057220459
bhr,mf,total,2001,4.883999824523926
bhr,m,total,2001,2.930999994277954
bhr,f,total,2001,1.9529999494552612
bhr,mf,total,2004,6.185999870300293
bhr,m,total,2004,3.5789999961853027
bhr,f,total,2004,2.6070001125335693
brb,mf,total,1992,16.700000762939453
brb,m,total,1992,7.300000190734863
brb,f,total,1992,9.5
brb,mf,total,1993,19.0
brb,m,total,1993,7.900000095367432
brb,f,total,1993,11.100000381469727
brb,mf,total,1994,17.5
brb,m,total,1994,6.199999809265137
brb,f,total,1994,11.300000190734863
brb,mf,total,1995,19.299999237060547
brb,m,total,1995,7.900000095367432
brb,f,total,1995,11.399999618530273
brb,mf,total,1996,11.800000190734863
brb,m,total,1996,3.799999952316284
brb,f,total,1996,8.0
brb,mf,total,1997,11.600000381469727
brb,m,total,1997,3.9000000953674316
brb,f,total,1997,7.699999809265137
brb,mf,total,1998,9.300000190734863
brb,m,total,1998,2.700000047683716
brb,f,total,1998,6.599999904632568
brb,mf,total,1999,7.0
brb,m,total,1999,1.899999976158142
brb,f,total,1999,4.900000095367432
brb,mf,total,2000,6.5
brb,m,total,2000,2.299999952316284
brb,f,total,2000,4.199999809265137
brb,mf,total,2001,6.599999904632568
brb,m,total,2001,2.0999999046325684
brb,f,total,2001,4.400000095367432
brb,mf,total,2004,1.75
brb,mf,total,2005,1.6749999523162842
brb,mf,total,2006,1.75
brb,mf,total,2007,1.4500000476837158
brb,mf,total,2008,1.4249999523162842
brb,mf,total,2009,1.975000023841858
brb,mf,total,2010,2.5
brb,mf,total,2011,2.75
brb,mf,total,2012,3.200000047683716
brb,m,total,2012,0.8999999761581421
brb,f,total,2012,2.200000047683716
blr,mf,total,2009,2.502000093460083
blr,m,total,2009,0.6790000200271606
blr,f,total,2009,1.8229999542236328
blr,mf,total,2010,2.130000114440918
blr,m,total,2010,0.7250000238418579
blr,f,total,2010,1.4049999713897705
blr,mf,total,2011,1.6399999856948853
blr,m,total,2011,0.5580000281333923
blr,f,total,2011,1.0820000171661377
blr,mf,total,2012,1.1649999618530273
blr,m,total,2012,0.4519999921321869
blr,f,total,2012,0.7129999995231628
blr,mf,total,2013,0.9620000123977661
blr,m,total,2013,0.43700000643730164
blr,f,total,2013,0.5249999761581421
bel,mf,total,1983,289.3999938964844
bel,mf,youth,1983,79.9000015258789
bel,mf,adult,1983,209.5
bel,m,total,1983,114.30000305175781
bel,m,youth,1983,31.0
bel,m,adult,1983,83.30000305175781
bel,f,total,1983,175.10000610351562
bel,f,youth,1983,48.900001525878906
bel,f,adult,1983,126.19999694824219
bel,mf,total,1984,313.8999938964844
bel,mf,youth,1984,88.9000015258789
bel,mf,adult,1984,225.0
bel,m,total,1984,123.5
bel,m,youth,1984,36.099998474121094
bel,m,adult,1984,87.4000015258789
bel,f,total,1984,190.39999389648438
bel,f,youth,1984,52.79999923706055
bel,f,adult,1984,137.60000610351562
bel,mf,total,1985,306.6000061035156
bel,mf,youth,1985,79.19999694824219
bel,mf,adult,1985,227.39999389648438
bel,m,total,1985,114.69999694824219
bel,m,youth,1985,27.200000762939453
bel,m,adult,1985,87.5
bel,f,total,1985,191.89999389648438
bel,f,youth,1985,52.0
