country,sex,age_group,year,incidence_of_long_term_unemployment
alb,mf,total,2009,65.5
alb,mf,youth,2009,53.29999923706055
alb,mf,adult,2009,71.0999984741211
alb,m,total,2009,64.19999694824219
alb,m,youth,2009,58.599998474121094
alb,m,adult,2009,66.9000015258789
alb,f,total,2009,66.69999694824219
alb,f,youth,2009,47.400001525878906
alb,f,adult,2009,74.9000015258789
alb,mf,total,2011,74.0
alb,mf,youth,2011,58.29999923706055
alb,mf,adult,2011,80.5999984741211
alb,m,total,2011,73.0
alb,m,youth,2011,63.20000076293945
alb,m,adult,2011,78.30000305175781
alb,f,total,2011,75.0999984741211
alb,f,youth,2011,49.400001525878906
alb,f,adult,2011,82.9000015258789
alb,mf,total,2012,77.30000305175781
alb,mf,youth,2012,65.80000305175781
alb,mf,adult,2012,82.4000015258789
alb,m,total,2012,75.30000305175781
alb,m,youth,2012,67.5
alb,m,adult,2012,79.69999694824219
alb,f,total,2012,80.4000015258789
alb,f,youth,2012,61.900001525878906
alb,f,adult,2012,85.9000015258789
alb,mf,total,2013,72.5999984741211
alb,mf,youth,2013,61.599998474121094
alb,mf,adult,2013,76.0
alb,m,total,2013,69.69999694824219
alb,m,youth,2013,62.20000076293945
alb,m,adult,2013,72.19999694824219
alb,f,total,2013,77.5999984741211
alb,f,youth,2013,60.29999923706055
alb,f,adult,2013,81.9000015258789
dza,mf,total,2011,71.4000015258789
dza,m,total,2011,74.9000015258789
dza,f,total,2011,63.599998474121094
arg,mf,total,2004,33.400001525878906
arg,m,total,2004,28.299999237060547
arg,f,total,2004,38.400001525878906
arg,mf,total,2005,32.29999923706055
arg,m,total,2005,28.299999237060547
arg,f,total,2005,36.20000076293945
arg,mf,total,2008,27.799999237060547
arg,m,total,2008,23.700000762939453
arg,f,total,2008,31.5
arg,mf,total,2009,25.5
arg,mf,youth,2009,21.700000762939453
arg,mf,adult,2009,28.0
arg,m,total,2009,19.299999237060547
arg,m,youth,2009,17.600000381469727
arg,m,adult,2009,20.5
arg,f,total,2009,32.400001525878906
arg,f,youth,2009,27.0
arg,f,adult,2009,35.5
arg,mf,total,2010,27.5
arg,m,total,2010,22.5
arg,f,total,2010,32.400001525878906
arg,mf,total,2011,26.200000762939453
arg,m,total,2011,21.600000381469727
arg,f,total,2011,30.899999618530273
arg,mf,total,2012,27.799999237060547
arg,m,total,2012,23.600000381469727
arg,f,total,2012,31.799999237060547
arg,mf,total,2013,26.600000381469727
arg,m,total,2013,23.200000762939453
arg,f,total,2013,29.899999618530273
arm,mf,total,2009,41.900001525878906
arm,mf,youth,2009,30.100000381469727
arm,mf,adult,2009,46.599998474121094
arm,m,total,2009,35.099998474121094
arm,m,youth,2009,26.799999237060547
arm,m,adult,2009,38.400001525878906
arm,f,total,2009,48.79999923706055
arm,f,youth,2009,33.29999923706055
arm,f,adult,2009,54.900001525878906
arm,mf,total,2010,51.5
arm,mf,youth,2010,38.599998474121094
arm,mf,adult,2010,56.400001525878906
arm,m,total,2010,42.400001525878906
arm,m,youth,2010,34.79999923706055
arm,m,adult,2010,45.20000076293945
arm,f,total,2010,59.70000076293945
arm,f,youth,2010,41.900001525878906
arm,f,adult,2010,66.5999984741211
arm,mf,total,2011,52.70000076293945
arm,mf,youth,2011,36.400001525878906
arm,mf,adult,2011,58.900001525878906
arm,mf,total,2012,52.70000076293945
arm,mf,youth,2012,38.400001525878906
arm,mf,adult,2012,57.400001525878906
abw,mf,total,1994,15.399999618530273
abw,m,total,1994,16.200000762939453
abw,f,total,1994,13.800000190734863
abw,mf,total,1997,32.79999923706055
abw,m,total,1997,40.20000076293945
abw,f,total,1997,25.399999618530273
aus,mf,total,1980,19.200000762939453
aus,mf,youth,1980,15.899999618530273
aus,mf,adult,1980,23.5
aus,m,total,1980,19.700000762939453
aus,m,youth,1980,14.199999809265137
aus,m,adult,1980,26.0
aus,f,total,1980,18.600000381469727
aus,f,youth,1980,17.5
aus,f,adult,1980,20.200000762939453
aus,mf,total,1981,19.5
aus,mf,youth,1981,15.699999809265137
aus,mf,adult,1981,23.899999618530273
aus,m,total,1981,21.299999237060547
aus,m,youth,1981,14.0
aus,m,adult,1981,28.600000381469727
aus,f,total,1981,17.600000381469727
aus,f,youth,1981,17.299999237060547
aus,f,adult,1981,17.899999618530273
aus,mf,total,1982,18.799999237060547
aus,mf,youth,1982,14.300000190734863
aus,mf,adult,1982,23.600000381469727
aus,m,total,1982,20.100000381469727
aus,m,youth,1982,13.600000381469727
aus,m,adult,1982,26.399999618530273
aus,f,total,1982,17.0
aus,f,youth,1982,15.0
aus,f,adult,1982,19.600000381469727
aus,mf,total,1983,25.200000762939453
aus,mf,youth,1983,21.5
aus,mf,adult,1983,28.700000762939453
aus,m,total,1983,26.700000762939453
aus,m,youth,1983,21.5
aus,m,adult,1983,31.100000381469727
aus,f,total,1983,22.899999618530273
aus,f,youth,1983,21.5
aus,f,adult,1983,24.5
aus,mf,total,1984,31.0
aus,mf,youth,1984,24.299999237060547
aus,mf,adult,1984,37.29999923706055
aus,m,total,1984,34.900001525878906
aus,m,youth,1984,25.5
aus,m,adult,1984,42.70000076293945
aus,f,total,1984,25.200000762939453
aus,f,youth,1984,22.799999237060547
aus,f,adult,1984,28.0
aus,mf,total,1985,30.799999237060547
aus,mf,youth,1985,22.799999237060547
aus,mf,adult,1985,37.79999923706055
aus,m,total,1985,35.79999923706055
aus,m,youth,1985,23.899999618530273
aus,m,adult,1985,45.099998474121094
aus,f,total,1985,23.5
aus,f,youth,1985,21.399999618530273
aus,f,adult,1985,25.700000762939453
aus,mf,total,1986,27.600000381469727
aus,mf,youth,1986,18.899999618530273
aus,mf,adult,1986,35.29999923706055
aus,m,total,1986,32.5
aus,m,youth,1986,20.100000381469727
aus,m,adult,1986,42.400001525878906
aus,f,total,1986,21.0
aus,f,youth,1986,17.5
aus,f,adult,1986,24.5
aus,mf,total,1987,28.0
aus,mf,youth,1987,20.100000381469727
aus,mf,adult,1987,34.599998474121094
aus,m,total,1987,32.900001525878906
aus,m,youth,1987,21.399999618530273
aus,m,adult,1987,41.29999923706055
aus,f,total,1987,21.399999618530273
aus,f,youth,1987,18.600000381469727
aus,f,adult,1987,24.200000762939453
aus,mf,total,1988,27.799999237060547
aus,mf,youth,1988,19.299999237060547
aus,mf,adult,1988,34.70000076293945
aus,m,total,1988,32.400001525878906
aus,m,youth,1988,19.899999618530273
aus,m,adult,1988,41.70000076293945
aus,f,total,1988,22.0
aus,f,youth,1988,18.600000381469727
aus,f,adult,1988,25.0
aus,mf,total,1989,24.799999237060547
aus,mf,youth,1989,16.5
aus,mf,adult,1989,31.100000381469727
aus,m,total,1989,30.0
aus,m,youth,1989,17.799999237060547
aus,m,adult,1989,38.099998474121094
aus,f,total,1989,18.5
aus,f,youth,1989,15.0
aus,f,adult,1989,21.600000381469727
aus,mf,total,1990,21.100000381469727
aus,mf,youth,1990,13.699999809265137
aus,mf,adult,1990,26.899999618530273
aus,m,total,1990,24.100000381469727
aus,m,youth,1990,13.899999618530273
aus,m,adult,1990,31.299999237060547
aus,f,total,1990,17.100000381469727
aus,f,youth,1990,13.399999618530273
aus,f,adult,1990,20.399999618530273
aus,mf,total,1991,23.700000762939453
aus,mf,youth,1991,17.100000381469727
aus,mf,adult,1991,28.299999237060547
aus,m,total,1991,25.600000381469727
aus,m,youth,1991,17.5
aus,m,adult,1991,30.600000381469727
aus,f,total,1991,21.0
aus,f,youth,1991,16.700000762939453
aus,f,adult,1991,24.5
aus,mf,total,1992,33.400001525878906
aus,mf,youth,1992,26.0
aus,mf,adult,1992,38.29999923706055
aus,m,total,1992,36.099998474121094
aus,m,youth,1992,27.299999237060547
aus,m,adult,1992,41.29999923706055
aus,f,total,1992,29.200000762939453
aus,f,youth,1992,24.399999618530273
aus,f,adult,1992,33.099998474121094
aus,mf,total,1993,36.70000076293945
aus,mf,youth,1993,26.799999237060547
aus,mf,adult,1993,42.599998474121094
aus,m,total,1993,40.5
aus,m,youth,1993,28.700000762939453
aus,m,adult,1993,46.599998474121094
aus,f,total,1993,30.799999237060547
aus,f,youth,1993,24.5
aus,f,adult,1993,35.400001525878906
aus,mf,total,1994,36.099998474121094
aus,mf,youth,1994,24.899999618530273
aus,mf,adult,1994,42.900001525878906
aus,m,total,1994,39.900001525878906
aus,m,youth,1994,26.5
aus,m,adult,1994,47.20000076293945
aus,f,total,1994,30.5
aus,f,youth,1994,23.100000381469727
aus,f,adult,1994,35.900001525878906
aus,mf,total,1995,32.0
aus,mf,youth,1995,20.600000381469727
aus,mf,adult,1995,39.20000076293945
aus,m,total,1995,35.400001525878906
aus,m,youth,1995,21.799999237060547
aus,m,adult,1995,42.79999923706055
aus,f,total,1995,27.100000381469727
aus,f,youth,1995,19.200000762939453
aus,f,adult,1995,33.20000076293945
aus,mf,total,1996,28.5
aus,mf,youth,1996,18.899999618530273
aus,mf,adult,1996,34.5
aus,m,total,1996,31.299999237060547
aus,m,youth,1996,20.100000381469727
aus,m,adult,1996,37.5
aus,f,total,1996,24.600000381469727
aus,f,youth,1996,17.399999618530273
aus,f,adult,1996,29.799999237060547
aus,mf,total,1997,31.200000762939453
aus,mf,youth,1997,21.200000762939453
aus,mf,adult,1997,37.400001525878906
aus,m,total,1997,33.900001525878906
aus,m,youth,1997,23.200000762939453
aus,m,adult,1997,40.400001525878906
aus,f,total,1997,27.399999618530273
aus,f,youth,1997,18.600000381469727
aus,f,adult,1997,33.20000076293945
aus,mf,total,1998,32.900001525878906
aus,mf,youth,1998,21.600000381469727
aus,mf,adult,1998,39.79999923706055
aus,m,total,1998,36.099998474121094
aus,m,youth,1998,22.0
aus,m,adult,1998,43.900001525878906
aus,f,total,1998,28.399999618530273
aus,f,youth,1998,21.0
aus,f,adult,1998,33.5
aus,mf,total,1999,31.299999237060547
aus,mf,youth,1999,19.0
aus,mf,adult,1999,38.79999923706055
aus,m,total,1999,35.099998474121094
aus,m,youth,1999,19.799999237060547
aus,m,adult,1999,43.5
aus,f,total,1999,26.200000762939453
aus,f,youth,1999,18.0
aus,f,adult,1999,31.700000762939453
aus,mf,total,2000,28.299999237060547
aus,mf,youth,2000,17.100000381469727
aus,mf,adult,2000,34.900001525878906
aus,m,total,2000,31.799999237060547
aus,m,youth,2000,18.299999237060547
aus,m,adult,2000,39.099998474121094
aus,f,total,2000,23.600000381469727
aus,f,youth,2000,15.5
aus,f,adult,2000,28.899999618530273
aus,mf,total,2001,23.899999618530273
aus,mf,youth,2001,15.100000381469727
aus,mf,adult,2001,29.5
aus,m,total,2001,26.200000762939453
aus,m,youth,2001,15.699999809265137
aus,m,adult,2001,32.400001525878906
aus,f,total,2001,20.899999618530273
aus,f,youth,2001,14.199999809265137
aus,f,adult,2001,25.299999237060547
aus,mf,total,2002,22.399999618530273
aus,mf,youth,2002,13.5
aus,mf,adult,2002,27.899999618530273
aus,m,total,2002,25.5
aus,m,youth,2002,14.300000190734863
aus,m,adult,2002,32.099998474121094
aus,f,total,2002,18.399999618530273
aus,f,youth,2002,12.399999618530273
aus,f,adult,2002,22.200000762939453
aus,mf,total,2003,21.5
aus,mf,youth,2003,12.199999809265137
aus,mf,adult,2003,27.299999237060547
aus,m,total,2003,24.799999237060547
aus,m,youth,2003,14.0
aus,m,adult,2003,31.299999237060547
aus,f,total,2003,17.5
aus,f,youth,2003,10.0
aus,f,adult,2003,22.299999237060547
aus,mf,total,2004,20.600000381469727
aus,mf,youth,2004,12.100000381469727
aus,mf,adult,2004,26.299999237060547
aus,m,total,2004,23.200000762939453
aus,m,youth,2004,13.199999809265137
aus,m,adult,2004,29.799999237060547
aus,f,total,2004,17.600000381469727
aus,f,youth,2004,10.800000190734863
aus,f,adult,2004,22.200000762939453
aus,mf,total,2005,18.200000762939453
aus,mf,youth,2005,10.100000381469727
aus,mf,adult,2005,23.600000381469727
aus,m,total,2005,20.600000381469727
aus,m,youth,2005,10.699999809265137
aus,m,adult,2005,27.200000762939453
aus,f,total,2005,15.5
aus,f,youth,2005,9.5
aus,f,adult,2005,19.5
aus,mf,total,2006,18.100000381469727
aus,mf,youth,2006,11.100000381469727
aus,mf,adult,2006,22.700000762939453
aus,m,total,2006,20.399999618530273
aus,m,youth,2006,12.300000190734863
aus,m,adult,2006,25.899999618530273
aus,f,total,2006,15.399999618530273
aus,f,youth,2006,9.600000381469727
aus,f,adult,2006,19.100000381469727
aus,mf,total,2007,15.399999618530273
aus,mf,youth,2007,9.899999618530273
aus,mf,adult,2007,19.0
aus,m,total,2007,16.399999618530273
aus,m,youth,2007,10.0
aus,m,adult,2007,20.899999618530273
aus,f,total,2007,14.399999618530273
aus,f,youth,2007,9.899999618530273
aus,f,adult,2007,17.200000762939453
aus,mf,total,2008,14.899999618530273
aus,mf,youth,2008,8.699999809265137
aus,mf,adult,2008,18.899999618530273
aus,m,total,2008,15.800000190734863
aus,m,youth,2008,8.899999618530273
aus,m,adult,2008,20.5
aus,f,total,2008,14.0
aus,f,youth,2008,8.5
aus,f,adult,2008,17.200000762939453
aus,mf,total,2009,14.699999809265137
aus,mf,youth,2009,9.199999809265137
aus,mf,adult,2009,18.100000381469727
aus,m,total,2009,15.100000381469727
aus,m,youth,2009,9.600000381469727
aus,m,adult,2009,18.399999618530273
aus,f,total,2009,14.300000190734863
aus,f,youth,2009,8.699999809265137
aus,f,adult,2009,17.600000381469727
aus,mf,total,2010,18.600000381469727
aus,mf,youth,2010,12.699999809265137
aus,mf,adult,2010,22.5
aus,m,total,2010,20.600000381469727
aus,m,youth,2010,14.199999809265137
aus,m,adult,2010,24.899999618530273
aus,f,total,2010,16.399999618530273
aus,f,youth,2010,11.0
aus,f,adult,2010,19.799999237060547
aus,mf,total,2011,18.899999618530273
aus,mf,youth,2011,12.699999809265137
aus,mf,adult,2011,22.899999618530273
aus,m,total,2011,19.700000762939453
aus,m,youth,2011,13.800000190734863
aus,m,adult,2011,23.799999237060547
aus,f,total,2011,18.0
aus,f,youth,2011,11.5
aus,f,adult,2011,22.0
aus,mf,total,2012,19.0
aus,mf,youth,2012,13.300000190734863
aus,mf,adult,2012,22.600000381469727
aus,m,total,2012,20.100000381469727
aus,m,youth,2012,14.899999618530273
aus,m,adult,2012,23.5
aus,f,total,2012,17.700000762939453
aus,f,youth,2012,11.300000190734863
aus,f,adult,2012,21.600000381469727
aus,mf,total,2013,19.100000381469727
aus,mf,youth,2013,14.199999809265137
aus,mf,adult,2013,22.0
aus,m,total,2013,20.0
aus,m,youth,2013,15.5
aus,m,adult,2013,22.700000762939453
aus,f,total,2013,18.100000381469727
aus,f,youth,2013,12.699999809265137
aus,f,adult,2013,21.200000762939453
aus,mf,total,2014,21.799999237060547
aus,mf,youth,2014,17.600000381469727
aus,mf,adult,2014,24.299999237060547
aus,m,total,2014,22.700000762939453
aus,m,youth,2014,19.700000762939453
aus,m,adult,2014,24.600000381469727
aus,f,total,2014,20.799999237060547
aus,f,youth,2014,15.100000381469727
aus,f,adult,2014,24.0
aut,mf,total,1994,18.399999618530273
aut,mf,youth,1994,3.5
aut,mf,adult,1994,21.5
aut,m,total,1994,18.399999618530273
aut,m,youth,1994,3.0
aut,m,adult,1994,21.5
aut,f,total,1994,18.5
aut,f,youth,1994,4.199999809265137
aut,f,adult,1994,21.5
aut,mf,total,1995,29.100000381469727
aut,mf,youth,1995,16.299999237060547
aut,mf,adult,1995,32.599998474121094
aut,m,total,1995,27.899999618530273
aut,m,youth,1995,18.200000762939453
aut,m,adult,1995,30.5
aut,f,total,1995,30.399999618530273
aut,f,youth,1995,14.300000190734863
aut,f,adult,1995,34.79999923706055
aut,mf,total,1996,24.899999618530273
aut,mf,youth,1996,18.200000762939453
aut,mf,adult,1996,26.5
aut,m,total,1996,22.399999618530273
aut,m,youth,1996,18.100000381469727
aut,m,adult,1996,23.299999237060547
aut,f,total,1996,28.200000762939453
aut,f,youth,1996,18.200000762939453
aut,f,adult,1996,30.799999237060547
aut,mf,total,1997,27.5
aut,mf,youth,1997,16.399999618530273
aut,mf,adult,1997,30.5
aut,m,total,1997,27.5
aut,m,youth,1997,18.399999618530273
aut,m,adult,1997,29.899999618530273
aut,f,total,1997,27.399999618530273
aut,f,youth,1997,14.100000381469727
aut,f,adult,1997,31.200000762939453
aut,mf,total,1998,30.299999237060547
aut,mf,youth,1998,15.800000190734863
aut,mf,adult,1998,33.599998474121094
aut,m,total,1998,30.0
aut,m,youth,1998,10.600000381469727
aut,m,adult,1998,33.900001525878906
aut,f,total,1998,30.700000762939453
aut,f,youth,1998,21.0
aut,f,adult,1998,33.20000076293945
aut,mf,total,1999,29.200000762939453
aut,mf,youth,1999,14.699999809265137
aut,mf,adult,1999,32.20000076293945
aut,m,total,1999,27.799999237060547
aut,m,youth,1999,11.0
aut,m,adult,1999,30.899999618530273
aut,f,total,1999,30.899999618530273
aut,f,youth,1999,18.399999618530273
aut,f,adult,1999,33.79999923706055
aut,mf,total,2000,25.799999237060547
aut,mf,youth,2000,12.699999809265137
aut,mf,adult,2000,28.700000762939453
aut,m,total,2000,28.100000381469727
aut,m,youth,2000,10.0
aut,m,adult,2000,32.20000076293945
aut,f,total,2000,22.799999237060547
aut,f,youth,2000,16.5
aut,f,adult,2000,24.100000381469727
aut,mf,total,2001,23.299999237060547
aut,mf,youth,2001,11.399999618530273
aut,mf,adult,2001,26.200000762939453
aut,m,total,2001,23.700000762939453
aut,m,youth,2001,8.300000190734863
aut,m,adult,2001,27.399999618530273
aut,f,total,2001,22.899999618530273
aut,f,youth,2001,15.300000190734863
aut,f,adult,2001,24.700000762939453
aut,mf,total,2002,19.200000762939453
aut,mf,youth,2002,8.600000381469727
aut,mf,adult,2002,21.700000762939453
aut,m,total,2002,16.399999618530273
aut,m,youth,2002,5.300000190734863
aut,m,adult,2002,18.899999618530273
aut,f,total,2002,23.299999237060547
aut,f,youth,2002,13.300000190734863
aut,f,adult,2002,25.600000381469727
aut,mf,total,2003,24.5
aut,mf,youth,2003,9.5
aut,mf,adult,2003,28.5
aut,m,total,2003,25.0
aut,m,youth,2003,10.600000381469727
aut,m,adult,2003,28.700000762939453
aut,f,total,2003,23.899999618530273
aut,f,youth,2003,7.800000190734863
aut,f,adult,2003,28.200000762939453
aut,mf,total,2004,27.899999618530273
aut,mf,youth,2004,17.299999237060547
aut,mf,adult,2004,31.799999237060547
aut,m,total,2004,28.799999237060547
aut,m,youth,2004,16.799999237060547
aut,m,adult,2004,33.400001525878906
aut,f,total,2004,26.899999618530273
aut,f,youth,2004,17.899999618530273
aut,f,adult,2004,30.100000381469727
aut,mf,total,2005,25.5
aut,mf,youth,2005,13.300000190734863
aut,mf,adult,2005,30.299999237060547
aut,m,total,2005,25.899999618530273
aut,m,youth,2005,12.300000190734863
aut,m,adult,2005,31.700000762939453
aut,f,total,2005,25.100000381469727
aut,f,youth,2005,14.5
aut,f,adult,2005,28.799999237060547
aut,mf,total,2006,28.0
aut,mf,youth,2006,15.600000381469727
aut,mf,adult,2006,32.400001525878906
aut,m,total,2006,30.100000381469727
aut,m,youth,2006,17.700000762939453
aut,m,adult,2006,34.79999923706055
aut,f,total,2006,25.700000762939453
aut,f,youth,2006,13.300000190734863
aut,f,adult,2006,29.899999618530273
aut,mf,total,2007,27.200000762939453
aut,mf,youth,2007,13.399999618530273
aut,mf,adult,2007,32.5
aut,m,total,2007,26.899999618530273
aut,m,youth,2007,14.0
aut,m,adult,2007,32.099998474121094
aut,f,total,2007,27.600000381469727
aut,f,youth,2007,12.800000190734863
aut,f,adult,2007,32.900001525878906
aut,mf,total,2008,24.299999237060547
aut,mf,youth,2008,13.699999809265137
aut,mf,adult,2008,28.700000762939453
aut,m,total,2008,26.0
aut,m,youth,2008,14.399999618530273
aut,m,adult,2008,30.899999618530273
aut,f,total,2008,22.600000381469727
aut,f,youth,2008,12.899999618530273
aut,f,adult,2008,26.399999618530273
aut,mf,total,2009,21.700000762939453
aut,mf,youth,2009,12.699999809265137
aut,mf,adult,2009,25.200000762939453
aut,m,total,2009,22.0
aut,m,youth,2009,13.800000190734863
aut,m,adult,2009,25.200000762939453
aut,f,total,2009,21.299999237060547
aut,f,youth,2009,11.300000190734863
aut,f,adult,2009,25.299999237060547
aut,mf,total,2010,25.399999618530273
aut,mf,youth,2010,17.0
aut,mf,adult,2010,28.5
aut,m,total,2010,27.899999618530273
aut,m,youth,2010,18.200000762939453
aut,m,adult,2010,31.399999618530273
aut,f,total,2010,22.399999618530273
aut,f,youth,2010,15.699999809265137
aut,f,adult,2010,24.899999618530273
aut,mf,total,2011,26.299999237060547
aut,mf,youth,2011,14.300000190734863
aut,mf,adult,2011,30.600000381469727
aut,m,total,2011,27.799999237060547
aut,m,youth,2011,12.600000381469727
aut,m,adult,2011,33.29999923706055
aut,f,total,2011,24.5
aut,f,youth,2011,16.200000762939453
aut,f,adult,2011,27.5
aut,mf,total,2012,24.899999618530273
aut,mf,youth,2012,14.600000381469727
aut,mf,adult,2012,28.600000381469727
aut,m,total,2012,26.0
aut,m,youth,2012,14.699999809265137
aut,m,adult,2012,30.0
aut,f,total,2012,23.700000762939453
aut,f,youth,2012,14.5
aut,f,adult,2012,26.899999618530273
aut,mf,total,2013,24.600000381469727
aut,mf,youth,2013,14.800000190734863
aut,mf,adult,2013,27.700000762939453
aut,m,total,2013,25.899999618530273
aut,m,youth,2013,13.300000190734863
aut,m,adult,2013,29.700000762939453
aut,f,total,2013,23.100000381469727
aut,f,youth,2013,16.5
aut,f,adult,2013,25.399999618530273
aut,mf,total,2014,27.200000762939453
aut,mf,youth,2014,13.5
aut,mf,adult,2014,31.5
aut,m,total,2014,28.200000762939453
aut,m,youth,2014,12.699999809265137
aut,m,adult,2014,33.0
aut,f,total,2014,25.899999618530273
aut,f,youth,2014,14.5
aut,f,adult,2014,29.600000381469727
aze,mf,total,2009,67.4000015258789
aze,mf,youth,2009,62.5
aze,mf,adult,2009,70.0
aze,m,total,2009,53.29999923706055
aze,m,youth,2009,48.29999923706055
aze,m,adult,2009,56.0
aze,f,total,2009,78.4000015258789
aze,f,youth,2009,73.4000015258789
aze,f,adult,2009,81.0999984741211
aze,mf,total,2010,65.80000305175781
aze,mf,youth,2010,74.80000305175781
aze,mf,adult,2010,60.900001525878906
aze,m,total,2010,61.599998474121094
aze,m,youth,2010,72.19999694824219
aze,m,adult,2010,54.70000076293945
aze,f,total,2010,68.5999984741211
aze,f,youth,2010,76.9000015258789
aze,f,adult,2010,64.5999984741211
aze,mf,total,2011,67.5999984741211
aze,mf,youth,2011,72.0
aze,mf,adult,2011,65.19999694824219
aze,m,total,2011,60.70000076293945
aze,m,youth,2011,69.0
aze,m,adult,2011,54.70000076293945
aze,f,total,2011,72.5999984741211
aze,f,youth,2011,75.19999694824219
aze,f,adult,2011,71.5
aze,mf,total,2012,67.0999984741211
aze,mf,youth,2012,71.80000305175781
aze,mf,adult,2012,64.69999694824219
aze,m,total,2012,60.599998474121094
aze,m,youth,2012,62.400001525878906
aze,m,adult,2012,59.599998474121094
aze,f,total,2012,71.9000015258789
aze,f,youth,2012,79.5999984741211
aze,f,adult,2012,68.30000305175781
aze,mf,total,2013,67.0
aze,mf,youth,2013,72.0
aze,mf,adult,2013,64.5
aze,m,total,2013,61.099998474121094
aze,m,youth,2013,63.900001525878906
aze,m,adult,2013,59.5
aze,f,total,2013,71.19999694824219
aze,f,youth,2013,78.69999694824219
aze,f,adult,2013,67.80000305175781
bhs,mf,total,2009,33.0
bhs,m,total,2009,28.299999237060547
bhs,f,total,2009,38.099998474121094
bhr,mf,total,2001,28.799999237060547
bhr,m,total,2001,29.399999618530273
bhr,f,total,2001,27.899999618530273
bhr,mf,total,2004,49.79999923706055
bhr,m,total,2004,49.79999923706055
bhr,f,total,2004,49.599998474121094
brb,mf,total,1992,58.20000076293945
brb,m,total,1992,55.29999923706055
brb,f,total,1992,61.29999923706055
brb,mf,total,1993,61.70000076293945
brb,m,total,1993,56.400001525878906
brb,f,total,1993,65.69999694824219
brb,mf,total,1994,59.099998474121094
brb,m,total,1994,51.20000076293945
brb,f,total,1994,64.5999984741211
brb,mf,total,1995,61.900001525878906
brb,m,total,1995,61.70000076293945
brb,f,total,1995,62.0
brb,mf,total,1996,55.900001525878906
brb,m,total,1996,44.20000076293945
brb,f,total,1996,63.5
brb,mf,total,1997,58.900001525878906
brb,m,total,1997,49.400001525878906
brb,f,total,1997,65.30000305175781
brb,mf,total,1998,54.70000076293945
brb,m,total,1998,46.599998474121094
brb,f,total,1998,61.70000076293945
brb,mf,total,1999,49.29999923706055
brb,m,total,1999,34.5
brb,f,total,1999,56.29999923706055
brb,mf,total,2000,50.79999923706055
brb,m,total,2000,43.400001525878906
brb,f,total,2000,56.0
brb,mf,total,2001,46.79999923706055
brb,m,total,2001,35.599998474121094
brb,f,total,2001,53.70000076293945
brb,mf,total,2004,12.5
brb,mf,total,2005,12.600000381469727
brb,mf,total,2006,14.0
brb,mf,total,2007,13.600000381469727
brb,mf,total,2008,12.199999809265137
brb,mf,total,2009,13.899999618530273
brb,mf,total,2010,16.299999237060547
brb,mf,total,2011,17.0
brb,mf,total,2012,19.5
brb,m,total,2012,11.399999618530273
brb,f,total,2012,26.200000762939453
blr,mf,total,2009,6.199999809265137
blr,m,total,2009,3.9000000953674316
blr,f,total,2009,7.900000095367432
blr,mf,total,2010,6.400000095367432
blr,m,total,2010,4.599999904632568
blr,f,total,2010,8.100000381469727
blr,mf,total,2011,5.800000190734863
blr,m,total,2011,4.300000190734863
blr,f,total,2011,7.099999904632568
blr,mf,total,2012,4.699999809265137
blr,m,total,2012,3.5
blr,f,total,2012,6.0
blr,mf,total,2013,4.599999904632568
blr,m,total,2013,3.5
blr,f,total,2013,6.199999809265137
bel,mf,total,1983,64.19999694824219
bel,mf,youth,1983,49.099998474121094
bel,mf,adult,1983,72.80000305175781
bel,m,total,1983,58.0
bel,m,youth,1983,44.900001525878906
bel,m,adult,1983,65.0
bel,f,total,1983,69.0
bel,f,youth,1983,52.099998474121094
bel,f,adult,1983,79.0
bel,mf,total,1984,67.19999694824219
bel,mf,youth,1984,54.099998474121094
bel,mf,adult,1984,74.4000015258789
bel,m,total,1984,62.79999923706055
bel,m,youth,1984,51.900001525878906
bel,m,adult,1984,68.80000305175781
bel,f,total,1984,70.5
bel,f,youth,1984,55.599998474121094
bel,f,adult,1984,78.5
bel,mf,total,1985,68.30000305175781
bel,mf,youth,1985,53.0
bel,mf,adult,1985,76.0
bel,m,total,1985,63.29999923706055
bel,m,youth,1985,47.20000076293945
bel,m,adult,1985,70.69999694824219
bel,f,total,1985,71.80000305175781
bel,f,youth,1985,56.70000076293945
bel,f,adult,1985,79.69999694824219
bel,mf,total,1986,69.4000015258789
bel,mf,youth,1986,50.70000076293945
bel,mf,adult,1986,77.30000305175781
bel,m,total,1986,65.5999984741211
bel,m,youth,1986,44.79999923706055
bel,m,adult,1986,74.0999984741211
bel,f,total,1986,71.80000305175781
bel,f,youth,1986,54.400001525878906
bel,f,adult,1986,79.30000305175781
bel,mf,total,1987,73.0999984741211
bel,mf,youth,1987,56.20000076293945
bel,mf,adult,1987,80.19999694824219
bel,m,total,1987,70.4000015258789
bel,m,youth,1987,51.900001525878906
bel,m,adult,1987,77.0
bel,f,total,1987,74.9000015258789
bel,f,youth,1987,58.5
bel,f,adult,1987,82.5
bel,mf,total,1988,75.5999984741211
bel,mf,youth,1988,56.20000076293945
bel,mf,adult,1988,82.0999984741211
bel,m,total,1988,72.9000015258789
bel,m,youth,1988,51.5
bel,m,adult,1988,79.0
bel,f,total,1988,77.5
bel,f,youth,1988,59.0
bel,f,adult,1988,84.5
bel,mf,total,1989,75.0999984741211
bel,mf,youth,1989,56.29999923706055
bel,mf,adult,1989,81.19999694824219
bel,m,total,1989,73.5999984741211
bel,m,youth,1989,51.5
