country,sex,age_group,year,incidence_of_long_term_unemployment
cyp,f,adult,2014,52.0
cze,mf,total,1993,17.0
cze,mf,youth,1993,10.300000190734863
cze,mf,adult,1993,20.299999237060547
cze,m,total,1993,17.899999618530273
cze,m,youth,1993,12.100000381469727
cze,m,adult,1993,21.200000762939453
cze,f,total,1993,16.399999618530273
cze,f,youth,1993,8.5
cze,f,adult,1993,19.700000762939453
cze,mf,total,1994,20.200000762939453
cze,mf,youth,1994,13.899999618530273
cze,mf,adult,1994,23.5
cze,m,total,1994,19.5
cze,m,youth,1994,16.399999618530273
cze,m,adult,1994,21.5
cze,f,total,1994,20.799999237060547
cze,f,youth,1994,11.100000381469727
cze,f,adult,1994,25.0
cze,mf,total,1995,28.0
cze,mf,youth,1995,19.399999618530273
cze,mf,adult,1995,32.099998474121094
cze,m,total,1995,27.600000381469727
cze,m,youth,1995,19.399999618530273
cze,m,adult,1995,32.599998474121094
cze,f,total,1995,28.399999618530273
cze,f,youth,1995,19.5
cze,f,adult,1995,31.799999237060547
cze,mf,total,1996,28.200000762939453
cze,mf,youth,1996,16.899999618530273
cze,mf,adult,1996,33.099998474121094
cze,m,total,1996,27.399999618530273
cze,m,youth,1996,15.600000381469727
cze,m,adult,1996,33.5
cze,f,total,1996,28.899999618530273
cze,f,youth,1996,18.299999237060547
cze,f,adult,1996,32.79999923706055
cze,mf,total,1997,28.100000381469727
cze,mf,youth,1997,15.800000190734863
cze,mf,adult,1997,33.099998474121094
cze,m,total,1997,28.899999618530273
cze,m,youth,1997,15.300000190734863
cze,m,adult,1997,35.400001525878906
cze,f,total,1997,27.5
cze,f,youth,1997,16.299999237060547
cze,f,adult,1997,31.299999237060547
cze,mf,total,1998,29.5
cze,mf,youth,1998,16.200000762939453
cze,mf,adult,1998,35.29999923706055
cze,m,total,1998,29.100000381469727
cze,m,youth,1998,17.5
cze,m,adult,1998,35.400001525878906
cze,f,total,1998,29.700000762939453
cze,f,youth,1998,14.899999618530273
cze,f,adult,1998,35.20000076293945
cze,mf,total,1999,36.0
cze,mf,youth,1999,23.600000381469727
cze,mf,adult,1999,41.20000076293945
cze,m,total,1999,31.600000381469727
cze,m,youth,1999,21.399999618530273
cze,m,adult,1999,36.70000076293945
cze,f,total,1999,39.900001525878906
cze,f,youth,1999,26.100000381469727
cze,f,adult,1999,44.599998474121094
cze,mf,total,2000,47.29999923706055
cze,mf,youth,2000,36.5
cze,mf,adult,2000,51.20000076293945
cze,m,total,2000,46.0
cze,m,youth,2000,36.0
cze,m,adult,2000,50.79999923706055
cze,f,total,2000,48.29999923706055
cze,f,youth,2000,37.099998474121094
cze,f,adult,2000,51.5
cze,mf,total,2001,51.29999923706055
cze,mf,youth,2001,37.099998474121094
cze,mf,adult,2001,56.20000076293945
cze,m,total,2001,50.400001525878906
cze,m,youth,2001,38.20000076293945
cze,m,adult,2001,55.70000076293945
cze,f,total,2001,52.0
cze,f,youth,2001,35.599998474121094
cze,f,adult,2001,56.5
cze,mf,total,2002,50.599998474121094
cze,mf,youth,2002,34.099998474121094
cze,mf,adult,2002,56.099998474121094
cze,m,total,2002,50.20000076293945
cze,m,youth,2002,33.5
cze,m,adult,2002,57.20000076293945
cze,f,total,2002,51.0
cze,f,youth,2002,34.900001525878906
cze,f,adult,2002,55.20000076293945
cze,mf,total,2003,49.79999923706055
cze,mf,youth,2003,32.5
cze,mf,adult,2003,55.20000076293945
cze,m,total,2003,47.29999923706055
cze,m,youth,2003,30.899999618530273
cze,m,adult,2003,54.0
cze,f,total,2003,51.79999923706055
cze,f,youth,2003,34.29999923706055
cze,f,adult,2003,56.099998474121094
cze,mf,total,2004,51.70000076293945
cze,mf,youth,2004,36.599998474121094
cze,mf,adult,2004,56.5
cze,m,total,2004,49.20000076293945
cze,m,youth,2004,35.400001525878906
cze,m,adult,2004,55.0
cze,f,total,2004,54.0
cze,f,youth,2004,38.20000076293945
cze,f,adult,2004,57.599998474121094
cze,mf,total,2005,53.599998474121094
cze,mf,youth,2005,38.5
cze,mf,adult,2005,57.70000076293945
cze,m,total,2005,52.900001525878906
cze,m,youth,2005,40.900001525878906
cze,m,adult,2005,57.599998474121094
cze,f,total,2005,54.099998474121094
cze,f,youth,2005,35.20000076293945
cze,f,adult,2005,57.79999923706055
cze,mf,total,2006,55.20000076293945
cze,mf,youth,2006,38.400001525878906
cze,mf,adult,2006,59.70000076293945
cze,m,total,2006,53.900001525878906
cze,m,youth,2006,39.099998474121094
cze,m,adult,2006,59.0
cze,f,total,2006,56.29999923706055
cze,f,youth,2006,37.5
cze,f,adult,2006,60.29999923706055
cze,mf,total,2007,53.400001525878906
cze,mf,youth,2007,33.599998474121094
cze,mf,adult,2007,57.29999923706055
cze,m,total,2007,51.70000076293945
cze,m,youth,2007,35.400001525878906
cze,m,adult,2007,56.20000076293945
cze,f,total,2007,54.70000076293945
cze,f,youth,2007,31.100000381469727
cze,f,adult,2007,58.20000076293945
cze,mf,total,2008,50.20000076293945
cze,mf,youth,2008,31.600000381469727
cze,mf,adult,2008,54.29999923706055
cze,m,total,2008,50.400001525878906
cze,m,youth,2008,34.70000076293945
cze,m,adult,2008,55.29999923706055
cze,f,total,2008,50.099998474121094
cze,f,youth,2008,27.100000381469727
cze,f,adult,2008,53.599998474121094
cze,mf,total,2009,31.100000381469727
cze,mf,youth,2009,20.600000381469727
cze,mf,adult,2009,33.79999923706055
cze,m,total,2009,28.899999618530273
cze,m,youth,2009,20.100000381469727
cze,m,adult,2009,31.799999237060547
cze,f,total,2009,33.29999923706055
cze,f,youth,2009,21.399999618530273
cze,f,adult,2009,35.599998474121094
cze,mf,total,2010,43.29999923706055
cze,mf,youth,2010,30.200000762939453
cze,mf,adult,2010,45.70000076293945
cze,m,total,2010,43.29999923706055
cze,m,youth,2010,30.200000762939453
cze,m,adult,2010,45.70000076293945
cze,f,total,2010,43.29999923706055
cze,f,youth,2010,30.200000762939453
cze,f,adult,2010,45.70000076293945
cze,mf,total,2011,41.5
cze,mf,youth,2011,30.5
cze,mf,adult,2011,44.099998474121094
cze,m,total,2011,41.70000076293945
cze,m,youth,2011,34.29999923706055
cze,m,adult,2011,44.0
cze,f,total,2011,41.400001525878906
cze,f,youth,2011,24.600000381469727
cze,f,adult,2011,44.29999923706055
cze,mf,total,2012,43.400001525878906
cze,mf,youth,2012,32.29999923706055
cze,mf,adult,2012,46.099998474121094
cze,m,total,2012,41.70000076293945
cze,m,youth,2012,34.29999923706055
cze,m,adult,2012,44.0
cze,f,total,2012,45.0
cze,f,youth,2012,29.399999618530273
cze,f,adult,2012,47.79999923706055
cze,mf,total,2013,44.900001525878906
cze,mf,youth,2013,33.29999923706055
cze,mf,adult,2013,47.599998474121094
cze,m,total,2013,43.29999923706055
cze,m,youth,2013,33.900001525878906
cze,m,adult,2013,46.099998474121094
cze,f,total,2013,46.400001525878906
cze,f,youth,2013,32.29999923706055
cze,f,adult,2013,48.900001525878906
cze,mf,total,2014,44.5
cze,mf,youth,2014,28.600000381469727
cze,mf,adult,2014,47.900001525878906
cze,m,total,2014,45.0
cze,m,youth,2014,33.20000076293945
cze,m,adult,2014,48.20000076293945
cze,f,total,2014,44.20000076293945
cze,f,youth,2014,22.600000381469727
cze,f,adult,2014,47.70000076293945
dnk,mf,total,1983,43.5
dnk,mf,youth,1983,37.29999923706055
dnk,mf,adult,1983,47.0
dnk,m,total,1983,38.900001525878906
dnk,m,youth,1983,31.200000762939453
dnk,m,adult,1983,43.20000076293945
dnk,f,total,1983,48.29999923706055
dnk,f,youth,1983,43.5
dnk,f,adult,1983,51.099998474121094
dnk,mf,total,1984,32.099998474121094
dnk,mf,youth,1984,27.5
dnk,mf,adult,1984,34.5
dnk,m,total,1984,30.200000762939453
dnk,m,youth,1984,27.0
dnk,m,adult,1984,31.799999237060547
dnk,f,total,1984,33.79999923706055
dnk,f,youth,1984,27.899999618530273
dnk,f,adult,1984,36.900001525878906
dnk,mf,total,1985,34.0
dnk,mf,youth,1985,28.600000381469727
dnk,mf,adult,1985,36.5
dnk,m,total,1985,32.79999923706055
dnk,m,youth,1985,27.100000381469727
dnk,m,adult,1985,35.70000076293945
dnk,f,total,1985,34.900001525878906
dnk,f,youth,1985,29.899999618530273
dnk,f,adult,1985,37.0
dnk,mf,total,1986,27.399999618530273
dnk,mf,youth,1986,18.0
dnk,mf,adult,1986,30.899999618530273
dnk,m,total,1986,23.5
dnk,m,youth,1986,19.0
dnk,m,adult,1986,25.600000381469727
dnk,f,total,1986,30.100000381469727
dnk,f,youth,1986,17.200000762939453
dnk,f,adult,1986,34.29999923706055
dnk,mf,total,1987,24.100000381469727
dnk,mf,youth,1987,16.899999618530273
dnk,mf,adult,1987,27.299999237060547
dnk,m,total,1987,19.299999237060547
dnk,m,youth,1987,19.799999237060547
dnk,m,adult,1987,19.100000381469727
dnk,f,total,1987,28.200000762939453
dnk,f,youth,1987,14.199999809265137
dnk,f,adult,1987,34.099998474121094
dnk,mf,total,1988,23.799999237060547
dnk,mf,youth,1988,15.699999809265137
dnk,mf,adult,1988,26.899999618530273
dnk,m,total,1988,21.5
dnk,m,youth,1988,17.299999237060547
dnk,m,adult,1988,23.100000381469727
dnk,f,total,1988,26.0
dnk,f,youth,1988,14.199999809265137
dnk,f,adult,1988,30.200000762939453
dnk,mf,total,1989,21.299999237060547
dnk,mf,youth,1989,11.600000381469727
dnk,mf,adult,1989,25.200000762939453
dnk,m,total,1989,18.200000762939453
dnk,m,youth,1989,11.600000381469727
dnk,m,adult,1989,20.799999237060547
dnk,f,total,1989,24.399999618530273
dnk,f,youth,1989,11.600000381469727
dnk,f,adult,1989,29.600000381469727
dnk,mf,total,1990,29.399999618530273
dnk,mf,youth,1990,20.0
dnk,mf,adult,1990,32.70000076293945
dnk,m,total,1990,27.5
dnk,m,youth,1990,20.299999237060547
dnk,m,adult,1990,30.200000762939453
dnk,f,total,1990,31.299999237060547
dnk,f,youth,1990,19.700000762939453
dnk,f,adult,1990,35.29999923706055
dnk,mf,total,1991,31.399999618530273
dnk,mf,youth,1991,18.600000381469727
dnk,mf,adult,1991,35.400001525878906
dnk,m,total,1991,28.399999618530273
dnk,m,youth,1991,17.399999618530273
dnk,m,adult,1991,31.799999237060547
dnk,f,total,1991,34.29999923706055
dnk,f,youth,1991,19.799999237060547
dnk,f,adult,1991,38.900001525878906
dnk,mf,total,1992,26.899999618530273
dnk,mf,youth,1992,11.899999618530273
dnk,mf,adult,1992,31.700000762939453
dnk,m,total,1992,25.100000381469727
dnk,m,youth,1992,11.100000381469727
dnk,m,adult,1992,29.799999237060547
dnk,f,total,1992,28.600000381469727
dnk,f,youth,1992,12.699999809265137
dnk,f,adult,1992,33.400001525878906
dnk,mf,total,1993,25.0
dnk,mf,youth,1993,12.5
dnk,mf,adult,1993,28.899999618530273
dnk,m,total,1993,23.299999237060547
dnk,m,youth,1993,12.199999809265137
dnk,m,adult,1993,26.700000762939453
dnk,f,total,1993,26.700000762939453
dnk,f,youth,1993,12.800000190734863
dnk,f,adult,1993,31.200000762939453
dnk,mf,total,1994,32.099998474121094
dnk,mf,youth,1994,14.399999618530273
dnk,mf,adult,1994,37.20000076293945
dnk,m,total,1994,31.899999618530273
dnk,m,youth,1994,14.800000190734863
dnk,m,adult,1994,37.599998474121094
dnk,f,total,1994,32.400001525878906
dnk,f,youth,1994,13.899999618530273
dnk,f,adult,1994,36.900001525878906
dnk,mf,total,1995,27.799999237060547
dnk,mf,youth,1995,9.199999809265137
dnk,mf,adult,1995,34.29999923706055
dnk,m,total,1995,31.899999618530273
dnk,m,youth,1995,9.199999809265137
dnk,m,adult,1995,39.20000076293945
dnk,f,total,1995,24.700000762939453
dnk,f,youth,1995,9.199999809265137
dnk,f,adult,1995,30.399999618530273
dnk,mf,total,1996,26.5
dnk,mf,youth,1996,10.399999618530273
dnk,mf,adult,1996,32.599998474121094
dnk,m,total,1996,28.100000381469727
dnk,m,youth,1996,12.199999809265137
dnk,m,adult,1996,34.400001525878906
dnk,f,total,1996,25.200000762939453
dnk,f,youth,1996,8.899999618530273
dnk,f,adult,1996,31.200000762939453
dnk,mf,total,1997,27.0
dnk,mf,youth,1997,8.199999809265137
dnk,mf,adult,1997,33.599998474121094
dnk,m,total,1997,26.0
dnk,m,youth,1997,8.800000190734863
dnk,m,adult,1997,32.099998474121094
dnk,f,total,1997,27.799999237060547
dnk,f,youth,1997,7.800000190734863
dnk,f,adult,1997,34.900001525878906
dnk,mf,total,1998,26.700000762939453
dnk,mf,youth,1998,7.900000095367432
dnk,mf,adult,1998,32.400001525878906
dnk,m,total,1998,23.700000762939453
dnk,m,youth,1998,2.700000047683716
dnk,m,adult,1998,31.100000381469727
dnk,f,total,1998,28.799999237060547
dnk,f,youth,1998,12.300000190734863
dnk,f,adult,1998,33.29999923706055
dnk,mf,total,1999,20.299999237060547
dnk,mf,youth,1999,5.800000190734863
dnk,mf,adult,1999,26.600000381469727
dnk,m,total,1999,20.799999237060547
dnk,m,youth,1999,6.199999809265137
dnk,m,adult,1999,27.5
dnk,f,total,1999,19.799999237060547
dnk,f,youth,1999,5.400000095367432
dnk,f,adult,1999,25.799999237060547
dnk,mf,total,2000,21.700000762939453
dnk,mf,youth,2000,2.0999999046325684
dnk,mf,adult,2000,27.200000762939453
dnk,m,total,2000,20.899999618530273
dnk,m,youth,2000,0.8999999761581421
dnk,m,adult,2000,27.600000381469727
dnk,f,total,2000,22.399999618530273
dnk,f,youth,2000,3.5
dnk,f,adult,2000,26.899999618530273
dnk,mf,total,2001,19.600000381469727
dnk,mf,youth,2001,5.199999809265137
dnk,mf,adult,2001,24.5
dnk,m,total,2001,18.700000762939453
dnk,m,youth,2001,7.099999904632568
dnk,m,adult,2001,22.799999237060547
dnk,f,total,2001,20.399999618530273
dnk,f,youth,2001,3.299999952316284
dnk,f,adult,2001,26.0
dnk,mf,total,2002,19.0
dnk,mf,youth,2002,4.400000095367432
dnk,mf,adult,2002,23.299999237060547
dnk,m,total,2002,17.299999237060547
dnk,m,youth,2002,5.5
dnk,m,adult,2002,21.0
dnk,f,total,2002,20.700000762939453
dnk,f,youth,2002,3.299999952316284
dnk,f,adult,2002,25.399999618530273
dnk,mf,total,2003,20.299999237060547
dnk,mf,youth,2003,5.5
dnk,mf,adult,2003,24.700000762939453
dnk,m,total,2003,24.100000381469727
dnk,m,youth,2003,9.600000381469727
dnk,m,adult,2003,28.799999237060547
dnk,f,total,2003,16.899999618530273
dnk,f,youth,2003,1.2000000476837158
dnk,f,adult,2003,21.100000381469727
dnk,mf,total,2004,21.299999237060547
dnk,mf,youth,2004,4.099999904632568
dnk,mf,adult,2004,25.799999237060547
dnk,m,total,2004,20.799999237060547
dnk,m,youth,2004,4.0
dnk,m,adult,2004,26.0
dnk,f,total,2004,21.899999618530273
dnk,f,youth,2004,4.300000190734863
dnk,f,adult,2004,25.600000381469727
dnk,mf,total,2005,23.399999618530273
dnk,mf,youth,2005,4.5
dnk,mf,adult,2005,29.600000381469727
dnk,m,total,2005,24.0
dnk,m,youth,2005,5.699999809265137
dnk,m,adult,2005,30.700000762939453
dnk,f,total,2005,22.700000762939453
dnk,f,youth,2005,3.200000047683716
dnk,f,adult,2005,28.600000381469727
dnk,mf,total,2006,20.799999237060547
dnk,mf,youth,2006,4.599999904632568
dnk,mf,adult,2006,27.299999237060547
dnk,m,total,2006,20.700000762939453
dnk,m,youth,2006,5.599999904632568
dnk,m,adult,2006,28.399999618530273
dnk,f,total,2006,20.799999237060547
dnk,f,youth,2006,3.5999999046325684
dnk,f,adult,2006,26.5
dnk,mf,total,2007,16.100000381469727
dnk,mf,youth,2007,4.199999809265137
dnk,mf,adult,2007,21.100000381469727
dnk,m,total,2007,15.600000381469727
dnk,m,youth,2007,3.299999952316284
dnk,m,adult,2007,21.5
dnk,f,total,2007,16.600000381469727
dnk,f,youth,2007,5.199999809265137
dnk,f,adult,2007,20.700000762939453
dnk,mf,total,2008,13.5
dnk,mf,youth,2008,3.299999952316284
dnk,mf,adult,2008,19.299999237060547
dnk,m,total,2008,14.199999809265137
dnk,m,youth,2008,3.5999999046325684
dnk,m,adult,2008,20.0
dnk,f,total,2008,12.800000190734863
dnk,f,youth,2008,3.0
dnk,f,adult,2008,18.600000381469727
dnk,mf,total,2009,9.5
dnk,mf,youth,2009,3.5999999046325684
dnk,mf,adult,2009,12.199999809265137
dnk,m,total,2009,9.300000190734863
dnk,m,youth,2009,3.5999999046325684
dnk,m,adult,2009,11.899999618530273
dnk,f,total,2009,9.800000190734863
dnk,f,youth,2009,3.5
dnk,f,adult,2009,12.600000381469727
dnk,mf,total,2010,20.200000762939453
dnk,mf,youth,2010,6.400000095367432
dnk,mf,adult,2010,25.899999618530273
dnk,m,total,2010,21.899999618530273
dnk,m,youth,2010,6.199999809265137
dnk,m,adult,2010,28.299999237060547
dnk,f,total,2010,17.799999237060547
dnk,f,youth,2010,6.599999904632568
dnk,f,adult,2010,22.399999618530273
dnk,mf,total,2011,24.399999618530273
dnk,mf,youth,2011,9.899999618530273
dnk,mf,adult,2011,30.5
dnk,m,total,2011,26.200000762939453
dnk,m,youth,2011,10.100000381469727
dnk,m,adult,2011,33.5
dnk,f,total,2011,22.299999237060547
dnk,f,youth,2011,9.699999809265137
dnk,f,adult,2011,27.100000381469727
dnk,mf,total,2012,28.0
dnk,mf,youth,2012,9.0
dnk,mf,adult,2012,35.79999923706055
dnk,m,total,2012,28.5
dnk,m,youth,2012,9.0
dnk,m,adult,2012,36.599998474121094
dnk,f,total,2012,27.5
dnk,f,youth,2012,8.800000190734863
dnk,f,adult,2012,35.0
dnk,mf,total,2013,25.5
dnk,mf,youth,2013,10.100000381469727
dnk,mf,adult,2013,31.5
dnk,m,total,2013,23.5
dnk,m,youth,2013,9.300000190734863
dnk,m,adult,2013,29.799999237060547
dnk,f,total,2013,27.5
dnk,f,youth,2013,11.0
dnk,f,adult,2013,33.20000076293945
dnk,mf,total,2014,25.200000762939453
dnk,mf,youth,2014,8.899999618530273
dnk,mf,adult,2014,31.799999237060547
dnk,m,total,2014,25.899999618530273
dnk,m,youth,2014,8.399999618530273
dnk,m,adult,2014,33.900001525878906
dnk,f,total,2014,24.399999618530273
dnk,f,youth,2014,9.5
dnk,f,adult,2014,29.799999237060547
dma,mf,total,1997,44.29999923706055
dma,m,total,1997,39.29999923706055
dma,f,total,1997,48.5
dom,mf,total,2009,41.79999923706055
dom,mf,youth,2009,29.5
dom,mf,adult,2009,46.099998474121094
dom,m,total,2009,30.0
dom,m,youth,2009,21.899999618530273
dom,m,adult,2009,33.20000076293945
dom,f,total,2009,51.099998474121094
dom,f,youth,2009,36.599998474121094
dom,f,adult,2009,55.599998474121094
dom,mf,total,2010,45.0
dom,mf,youth,2010,29.399999618530273
dom,mf,adult,2010,51.20000076293945
dom,m,total,2010,36.79999923706055
dom,m,youth,2010,24.799999237060547
dom,m,adult,2010,42.20000076293945
dom,f,total,2010,51.29999923706055
dom,f,youth,2010,33.5
dom,f,adult,2010,57.70000076293945
dom,mf,total,2011,39.5
dom,mf,youth,2011,23.399999618530273
dom,mf,adult,2011,46.099998474121094
dom,m,total,2011,34.29999923706055
dom,m,youth,2011,20.700000762939453
dom,m,adult,2011,40.900001525878906
dom,f,total,2011,43.79999923706055
dom,f,youth,2011,26.200000762939453
dom,f,adult,2011,50.0
dom,mf,total,2012,42.20000076293945
dom,mf,youth,2012,29.0
dom,mf,adult,2012,47.29999923706055
dom,m,total,2012,29.600000381469727
dom,m,youth,2012,18.700000762939453
dom,m,adult,2012,35.0
dom,f,total,2012,51.79999923706055
dom,f,youth,2012,39.900001525878906
dom,f,adult,2012,55.5
ecu,mf,total,2009,21.5
ecu,mf,youth,2009,12.800000190734863
ecu,mf,adult,2009,26.0
ecu,m,total,2009,17.399999618530273
ecu,m,youth,2009,8.899999618530273
ecu,m,adult,2009,22.299999237060547
ecu,f,total,2009,25.899999618530273
ecu,f,youth,2009,17.700000762939453
ecu,f,adult,2009,29.600000381469727
ecu,mf,total,2010,56.20000076293945
ecu,mf,youth,2010,47.5
ecu,mf,adult,2010,60.599998474121094
ecu,m,total,2010,47.599998474121094
ecu,m,youth,2010,41.70000076293945
ecu,m,adult,2010,51.0
ecu,f,total,2010,66.4000015258789
ecu,f,youth,2010,56.099998474121094
ecu,f,adult,2010,70.80000305175781
ecu,mf,total,2011,4.699999809265137
ecu,mf,youth,2011,3.5
ecu,mf,adult,2011,5.800000190734863
ecu,m,total,2011,3.200000047683716
ecu,m,youth,2011,3.4000000953674316
ecu,m,adult,2011,3.0
ecu,f,total,2011,6.199999809265137
ecu,f,youth,2011,3.5999999046325684
ecu,f,adult,2011,8.100000381469727
ecu,mf,total,2012,4.900000095367432
ecu,mf,youth,2012,3.5
ecu,mf,adult,2012,6.099999904632568
ecu,m,total,2012,3.5999999046325684
ecu,m,youth,2012,2.9000000953674316
ecu,m,adult,2012,4.199999809265137
ecu,f,total,2012,6.5
ecu,f,youth,2012,4.400000095367432
ecu,f,adult,2012,8.399999618530273
ecu,mf,total,2013,5.400000095367432
ecu,mf,youth,2013,3.700000047683716
ecu,mf,adult,2013,6.699999809265137
ecu,m,total,2013,5.800000190734863
ecu,m,youth,2013,2.700000047683716
ecu,m,adult,2013,8.199999809265137
ecu,f,total,2013,5.0
ecu,f,youth,2013,4.5
ecu,f,adult,2013,5.300000190734863
egy,mf,total,2009,83.5999984741211
egy,mf,youth,2009,83.5999984741211
egy,mf,adult,2009,83.5999984741211
egy,m,total,2009,83.80000305175781
egy,m,youth,2009,82.0
egy,m,adult,2009,87.5999984741211
egy,f,total,2009,83.4000015258789
egy,f,youth,2009,84.9000015258789
egy,f,adult,2009,81.30000305175781
egy,mf,total,2010,84.0
egy,mf,youth,2010,79.5999984741211
egy,mf,adult,2010,90.4000015258789
egy,m,total,2010,79.5
egy,m,youth,2010,79.0999984741211
egy,m,adult,2010,80.19999694824219
egy,f,total,2010,87.30000305175781
egy,f,youth,2010,79.9000015258789
egy,f,adult,2010,97.0999984741211
egy,mf,total,2011,67.0
egy,mf,youth,2011,69.5999984741211
egy,mf,adult,2011,64.4000015258789
egy,m,total,2011,55.70000076293945
egy,m,youth,2011,62.20000076293945
egy,m,adult,2011,48.900001525878906
egy,f,total,2011,82.19999694824219
egy,f,youth,2011,80.0
egy,f,adult,2011,84.4000015258789
egy,mf,total,2012,88.69999694824219
egy,mf,youth,2012,85.0
egy,mf,adult,2012,93.0
egy,m,total,2012,86.80000305175781
egy,m,youth,2012,86.19999694824219
egy,m,adult,2012,87.5999984741211
egy,f,total,2012,91.19999694824219
egy,f,youth,2012,83.0
egy,f,adult,2012,98.19999694824219
egy,mf,total,2013,88.5
egy,mf,youth,2013,84.4000015258789
egy,mf,adult,2013,92.80000305175781
egy,m,total,2013,86.30000305175781
egy,m,youth,2013,85.5
egy,m,adult,2013,87.4000015258789
egy,f,total,2013,91.4000015258789
egy,f,youth,2013,82.4000015258789
egy,f,adult,2013,98.0999984741211
slv,mf,total,1996,7.300000190734863
slv,m,total,1996,6.5
slv,f,total,1996,8.800000190734863
est,mf,total,1990,32.5
est,mf,youth,1990,25.600000381469727
est,mf,adult,1990,36.099998474121094
est,m,total,1990,37.099998474121094
est,m,youth,1990,32.599998474121094
est,m,adult,1990,40.400001525878906
est,f,total,1990,28.299999237060547
est,f,youth,1990,15.800000190734863
est,f,adult,1990,33.0
est,mf,total,1991,23.700000762939453
est,mf,youth,1991,14.399999618530273
est,mf,adult,1991,28.0
est,m,total,1991,23.399999618530273
est,m,youth,1991,20.700000762939453
est,m,adult,1991,24.799999237060547
est,f,total,1991,24.0
est,f,youth,1991,7.300000190734863
est,f,adult,1991,31.100000381469727
est,mf,total,1992,22.600000381469727
est,mf,youth,1992,19.899999618530273
est,mf,adult,1992,23.700000762939453
est,m,total,1992,19.899999618530273
est,m,youth,1992,17.0
est,m,adult,1992,21.0
est,f,total,1992,26.100000381469727
est,f,youth,1992,23.899999618530273
est,f,adult,1992,26.899999618530273
est,mf,total,1993,31.799999237060547
est,mf,youth,1993,31.799999237060547
est,mf,adult,1993,31.899999618530273
est,m,total,1993,33.70000076293945
est,m,youth,1993,31.200000762939453
est,m,adult,1993,34.5
est,f,total,1993,29.799999237060547
est,f,youth,1993,32.29999923706055
est,f,adult,1993,29.0
est,mf,total,1994,42.5
est,mf,youth,1994,29.0
est,mf,adult,1994,46.400001525878906
est,m,total,1994,43.29999923706055
est,m,youth,1994,28.299999237060547
est,m,adult,1994,48.400001525878906
est,f,total,1994,41.70000076293945
est,f,youth,1994,30.0
est,f,adult,1994,44.5
est,mf,total,1995,36.0
est,mf,youth,1995,33.400001525878906
est,mf,adult,1995,36.599998474121094
est,m,total,1995,39.900001525878906
est,m,youth,1995,31.899999618530273
est,m,adult,1995,41.79999923706055
est,f,total,1995,30.899999618530273
est,f,youth,1995,35.20000076293945
est,f,adult,1995,29.700000762939453
est,mf,total,1996,57.29999923706055
est,mf,youth,1996,44.20000076293945
est,mf,adult,1996,60.900001525878906
est,m,total,1996,62.0
est,m,youth,1996,48.5
est,m,adult,1996,65.80000305175781
est,f,total,1996,51.599998474121094
est,f,youth,1996,38.400001525878906
est,f,adult,1996,54.900001525878906
est,mf,total,1997,49.0
est,mf,youth,1997,30.700000762939453
est,mf,adult,1997,53.29999923706055
est,m,total,1997,46.70000076293945
est,m,youth,1997,31.899999618530273
est,m,adult,1997,51.0
est,f,total,1997,51.70000076293945
est,f,youth,1997,28.600000381469727
est,f,adult,1997,55.79999923706055
est,mf,total,1998,49.70000076293945
est,mf,youth,1998,37.0
est,mf,adult,1998,52.900001525878906
est,m,total,1998,48.29999923706055
est,m,youth,1998,36.599998474121094
est,m,adult,1998,51.599998474121094
est,f,total,1998,51.5
est,f,youth,1998,37.5
est,f,adult,1998,54.599998474121094
est,mf,total,1999,48.900001525878906
est,mf,youth,1999,40.29999923706055
est,mf,adult,1999,50.900001525878906
est,m,total,1999,50.5
est,m,youth,1999,44.400001525878906
est,m,adult,1999,52.0
est,f,total,1999,46.79999923706055
est,f,youth,1999,34.099998474121094
est,f,adult,1999,49.599998474121094
est,mf,total,2000,45.099998474121094
est,mf,youth,2000,26.299999237060547
est,mf,adult,2000,49.79999923706055
est,m,total,2000,47.099998474121094
est,m,youth,2000,31.299999237060547
est,m,adult,2000,51.20000076293945
est,f,total,2000,42.599998474121094
est,f,youth,2000,19.399999618530273
est,f,adult,2000,48.0
est,mf,total,2001,49.0
est,mf,youth,2001,28.200000762939453
est,mf,adult,2001,54.099998474121094
est,m,total,2001,52.0
est,m,youth,2001,26.600000381469727
est,m,adult,2001,58.20000076293945
est,f,total,2001,45.400001525878906
est,f,youth,2001,30.0
est,f,adult,2001,49.29999923706055
est,mf,total,2002,54.79999923706055
est,mf,youth,2002,33.20000076293945
est,mf,adult,2002,59.0
est,m,total,2002,59.79999923706055
est,m,youth,2002,30.700000762939453
est,m,adult,2002,64.69999694824219
est,f,total,2002,48.29999923706055
est,f,youth,2002,35.70000076293945
est,f,adult,2002,51.20000076293945
est,mf,total,2003,46.900001525878906
est,mf,youth,2003,33.0
est,mf,adult,2003,51.0
est,m,total,2003,50.0
est,m,youth,2003,30.100000381469727
est,m,adult,2003,55.400001525878906
est,f,total,2003,43.29999923706055
est,f,youth,2003,35.900001525878906
est,f,adult,2003,45.70000076293945
est,mf,total,2004,51.099998474121094
est,mf,youth,2004,33.900001525878906
est,mf,adult,2004,57.099998474121094
est,m,total,2004,53.20000076293945
est,m,youth,2004,36.70000076293945
est,m,adult,2004,59.900001525878906
est,f,total,2004,48.5
est,f,youth,2004,29.299999237060547
est,f,adult,2004,54.0
est,mf,total,2005,54.20000076293945
est,mf,youth,2005,34.70000076293945
est,mf,adult,2005,59.099998474121094
