country,sex,age_group,year,labour_force_000
cri,mf,youth,2014,404.67498779296875
cri,mf,adult,2014,1879.467041015625
cri,m,total,2014,1392.946044921875
cri,m,youth,2014,256.44000244140625
cri,m,adult,2014,1136.5059814453125
cri,f,total,2014,891.1959838867188
cri,f,youth,2014,148.23500061035156
cri,f,adult,2014,742.9609985351562
hrv,mf,total,2002,895.2420043945312
hrv,mf,youth,2002,112.06199645996094
hrv,mf,adult,2002,783.1799926757812
hrv,m,total,2002,485.2749938964844
hrv,m,youth,2002,62.27199935913086
hrv,m,adult,2002,423.00299072265625
hrv,f,total,2002,409.9670104980469
hrv,f,youth,2002,49.78900146484375
hrv,f,adult,2002,360.1780090332031
hrv,mf,total,2003,894.3209838867188
hrv,mf,youth,2003,107.21199798583984
hrv,mf,adult,2003,787.1090087890625
hrv,m,total,2003,487.8479919433594
hrv,m,youth,2003,61.04999923706055
hrv,m,adult,2003,426.7980041503906
hrv,f,total,2003,406.47198486328125
hrv,f,youth,2003,46.1619987487793
hrv,f,adult,2003,360.30999755859375
hrv,mf,total,2004,904.7869873046875
hrv,mf,youth,2004,104.94599914550781
hrv,mf,adult,2004,799.8410034179688
hrv,m,total,2004,492.3320007324219
hrv,m,youth,2004,60.02000045776367
hrv,m,adult,2004,432.31201171875
hrv,f,total,2004,412.4549865722656
hrv,f,youth,2004,44.92599868774414
hrv,f,adult,2004,367.52899169921875
hrv,mf,total,2005,899.8140258789062
hrv,mf,youth,2005,102.46499633789062
hrv,mf,adult,2005,797.3489990234375
hrv,m,total,2005,490.15399169921875
hrv,m,youth,2005,59.76499938964844
hrv,m,adult,2005,430.3890075683594
hrv,f,total,2005,409.6600036621094
hrv,f,youth,2005,42.70000076293945
hrv,f,adult,2005,366.9599914550781
hrv,mf,total,2006,892.4910278320312
hrv,mf,youth,2006,95.11199951171875
hrv,mf,adult,2006,797.3790283203125
hrv,m,total,2006,481.2550048828125
hrv,m,youth,2006,54.56999969482422
hrv,m,adult,2006,426.68499755859375
hrv,f,total,2006,411.2349853515625
hrv,f,youth,2006,40.54199981689453
hrv,f,adult,2006,370.6929931640625
hrv,mf,total,2007,1924.4320068359375
hrv,mf,youth,2007,193.58099365234375
hrv,mf,adult,2007,1730.8509521484375
hrv,m,total,2007,1062.8179931640625
hrv,m,youth,2007,111.38899993896484
hrv,m,adult,2007,951.4290161132812
hrv,f,total,2007,861.614990234375
hrv,f,youth,2007,82.19200134277344
hrv,f,adult,2007,779.4229736328125
hrv,mf,total,2008,1935.6669921875
hrv,mf,youth,2008,192.9759979248047
hrv,mf,adult,2008,1742.6910400390625
hrv,m,total,2008,1062.77001953125
hrv,m,youth,2008,116.12799835205078
hrv,m,adult,2008,946.6420288085938
hrv,f,total,2008,872.89697265625
hrv,f,youth,2008,76.8479995727539
hrv,f,adult,2008,796.0490112304688
hrv,mf,total,2009,1935.031982421875
hrv,mf,youth,2009,187.5050048828125
hrv,mf,adult,2009,1747.5269775390625
hrv,m,total,2009,1044.31103515625
hrv,m,youth,2009,111.81099700927734
hrv,m,adult,2009,932.5
hrv,f,total,2009,890.7210083007812
hrv,f,youth,2009,75.69400024414062
hrv,f,adult,2009,815.0269775390625
hrv,mf,total,2010,1912.428955078125
hrv,mf,youth,2010,182.41099548339844
hrv,mf,adult,2010,1730.0179443359375
hrv,m,total,2010,1034.303955078125
hrv,m,youth,2010,105.87699890136719
hrv,m,adult,2010,928.427001953125
hrv,f,total,2010,878.125
hrv,f,youth,2010,76.53399658203125
hrv,f,adult,2010,801.5910034179688
hrv,mf,total,2011,1882.35595703125
hrv,mf,youth,2011,163.7100067138672
hrv,mf,adult,2011,1718.64599609375
hrv,m,total,2011,1034.8409423828125
hrv,m,youth,2011,97.35700225830078
hrv,m,adult,2011,937.4840087890625
hrv,f,total,2011,847.5150146484375
hrv,f,youth,2011,66.35199737548828
hrv,f,adult,2011,781.1630249023438
hrv,mf,total,2012,1862.9949951171875
hrv,mf,youth,2012,150.8679962158203
hrv,mf,adult,2012,1712.126953125
hrv,m,total,2012,1018.2219848632812
hrv,m,youth,2012,88.80400085449219
hrv,m,adult,2012,929.4180297851562
hrv,f,total,2012,844.7730102539062
hrv,f,youth,2012,62.06399917602539
hrv,f,adult,2012,782.708984375
hrv,mf,total,2013,1841.7249755859375
hrv,mf,youth,2013,148.4929962158203
hrv,mf,adult,2013,1693.2320556640625
hrv,m,total,2013,997.1160278320312
hrv,m,youth,2013,88.2030029296875
hrv,m,adult,2013,908.9130249023438
hrv,f,total,2013,844.6090087890625
hrv,f,youth,2013,60.290000915527344
hrv,f,adult,2013,784.3189697265625
hrv,mf,total,2014,1892.9439697265625
hrv,mf,youth,2014,165.53500366210938
hrv,mf,adult,2014,1727.4090576171875
hrv,m,total,2014,1015.6209716796875
hrv,m,youth,2014,96.82599639892578
hrv,m,adult,2014,918.7949829101562
hrv,f,total,2014,877.322021484375
hrv,f,youth,2014,68.70899963378906
hrv,f,adult,2014,808.6129760742188
cub,mf,total,2009,5158.4970703125
cub,mf,youth,2009,665.5960083007812
cub,mf,adult,2009,4492.90087890625
cub,m,total,2009,3185.0791015625
cub,m,youth,2009,385.51300048828125
cub,m,adult,2009,2799.56591796875
cub,f,total,2009,1973.41796875
cub,f,youth,2009,280.0830078125
cub,f,adult,2009,1693.3349609375
cub,mf,total,2010,5112.5
cub,mf,youth,2010,656.6649780273438
cub,mf,adult,2010,4455.8349609375
cub,m,total,2010,3159.199951171875
cub,m,youth,2010,389.79400634765625
cub,m,adult,2010,2769.406005859375
cub,f,total,2010,1953.300048828125
cub,f,youth,2010,266.8710021972656
cub,f,adult,2010,1686.428955078125
cyp,mf,total,2000,77.27300262451172
cyp,mf,youth,2000,9.048999786376953
cyp,mf,adult,2000,68.2239990234375
cyp,m,total,2000,44.33700180053711
cyp,m,youth,2000,4.249000072479248
cyp,m,adult,2000,40.0880012512207
cyp,f,total,2000,32.93600082397461
cyp,f,youth,2000,4.800000190734863
cyp,f,adult,2000,28.13599967956543
cyp,mf,total,2001,80.58799743652344
cyp,mf,youth,2001,9.17300033569336
cyp,mf,adult,2001,71.41500091552734
cyp,m,total,2001,45.231998443603516
cyp,m,youth,2001,4.35099983215332
cyp,m,adult,2001,40.88100051879883
cyp,f,total,2001,35.35599899291992
cyp,f,youth,2001,4.822000026702881
cyp,f,adult,2001,30.534000396728516
cyp,mf,total,2002,81.51899719238281
cyp,mf,youth,2002,8.555000305175781
cyp,mf,adult,2002,72.96399688720703
cyp,m,total,2002,45.37200164794922
cyp,m,youth,2002,4.125
cyp,m,adult,2002,41.24700164794922
cyp,f,total,2002,36.145999908447266
cyp,f,youth,2002,4.431000232696533
cyp,f,adult,2002,31.71500015258789
cyp,mf,total,2003,85.3010025024414
cyp,mf,youth,2003,8.869999885559082
cyp,mf,adult,2003,76.43099975585938
cyp,m,total,2003,47.18299865722656
cyp,m,youth,2003,4.290999889373779
cyp,m,adult,2003,42.891998291015625
cyp,f,total,2003,38.117000579833984
cyp,f,youth,2003,4.578999996185303
cyp,f,adult,2003,33.53799819946289
cyp,mf,total,2004,266.0140075683594
cyp,mf,youth,2004,28.06599998474121
cyp,mf,adult,2004,237.947998046875
cyp,m,total,2004,148.33999633789062
cyp,m,youth,2004,14.454999923706055
cyp,m,adult,2004,133.88499450683594
cyp,f,total,2004,117.67400360107422
cyp,f,youth,2004,13.611000061035156
cyp,f,adult,2004,104.06300354003906
cyp,mf,total,2005,367.52398681640625
cyp,mf,youth,2005,39.70500183105469
cyp,mf,adult,2005,327.8190002441406
cyp,m,total,2005,206.39500427246094
cyp,m,youth,2005,20.533000946044922
cyp,m,adult,2005,185.86199951171875
cyp,f,total,2005,161.12899780273438
cyp,f,youth,2005,19.17099952697754
cyp,f,adult,2005,141.95799255371094
cyp,mf,total,2006,374.2850036621094
cyp,mf,youth,2006,39.09000015258789
cyp,mf,adult,2006,335.19500732421875
cyp,m,total,2006,208.4029998779297
cyp,m,youth,2006,20.243999481201172
cyp,m,adult,2006,188.15899658203125
cyp,f,total,2006,165.8820037841797
cyp,f,youth,2006,18.84600067138672
cyp,f,adult,2006,147.03599548339844
cyp,mf,total,2007,393.37701416015625
cyp,mf,youth,2007,39.040000915527344
cyp,mf,adult,2007,354.3370056152344
cyp,m,total,2007,216.80499267578125
cyp,m,youth,2007,19.159000396728516
cyp,m,adult,2007,197.64599609375
cyp,f,total,2007,176.57200622558594
cyp,f,youth,2007,19.881000518798828
cyp,f,adult,2007,156.6909942626953
cyp,mf,total,2008,397.3739929199219
cyp,mf,youth,2008,38.97800064086914
cyp,mf,adult,2008,358.39599609375
cyp,m,total,2008,219.1840057373047
cyp,m,youth,2008,18.680999755859375
cyp,m,adult,2008,200.5030059814453
cyp,f,total,2008,178.1909942626953
cyp,f,youth,2008,20.297000885009766
cyp,f,adult,2008,157.8939971923828
cyp,mf,total,2009,404.62200927734375
cyp,mf,youth,2009,40.891998291015625
cyp,mf,adult,2009,363.7300109863281
cyp,m,total,2009,215.9669952392578
cyp,m,youth,2009,20.174999237060547
cyp,m,adult,2009,195.79200744628906
cyp,f,total,2009,188.65499877929688
cyp,f,youth,2009,20.718000411987305
cyp,f,adult,2009,167.93699645996094
cyp,mf,total,2010,421.62799072265625
cyp,mf,youth,2010,42.23899841308594
cyp,mf,adult,2010,379.3890075683594
cyp,m,total,2010,222.3769989013672
cyp,m,youth,2010,20.09600067138672
cyp,m,adult,2010,202.281005859375
cyp,f,total,2010,199.2519989013672
cyp,f,youth,2010,22.14299964904785
cyp,f,adult,2010,177.10899353027344
cyp,mf,total,2011,432.1650085449219
cyp,mf,youth,2011,40.444000244140625
cyp,mf,adult,2011,391.72100830078125
cyp,m,total,2011,227.14300537109375
cyp,m,youth,2011,20.21500015258789
cyp,m,adult,2011,206.92799377441406
cyp,f,total,2011,205.02200317382812
cyp,f,youth,2011,20.229999542236328
cyp,f,adult,2011,184.79200744628906
cyp,mf,total,2012,436.74200439453125
cyp,mf,youth,2012,41.316001892089844
cyp,mf,adult,2012,395.4259948730469
cyp,m,total,2012,230.197998046875
cyp,m,youth,2012,21.240999221801758
cyp,m,adult,2012,208.95700073242188
cyp,f,total,2012,206.54400634765625
cyp,f,youth,2012,20.075000762939453
cyp,f,adult,2012,186.468994140625
cyp,mf,total,2013,433.9490051269531
cyp,mf,youth,2013,40.4640007019043
cyp,mf,adult,2013,393.4849853515625
cyp,m,total,2013,227.80599975585938
cyp,m,youth,2013,20.04199981689453
cyp,m,adult,2013,207.76400756835938
cyp,f,total,2013,206.14300537109375
cyp,f,youth,2013,20.422000885009766
cyp,f,adult,2013,185.7209930419922
cyp,mf,total,2014,434.489013671875
cyp,mf,youth,2014,42.417999267578125
cyp,mf,adult,2014,392.0710144042969
cyp,m,total,2014,224.30299377441406
cyp,m,youth,2014,20.349000930786133
cyp,m,adult,2014,203.95399475097656
cyp,f,total,2014,210.18600463867188
cyp,f,youth,2014,22.069000244140625
cyp,f,adult,2014,188.11700439453125
cze,mf,total,1993,5093.56591796875
cze,mf,youth,1993,849.9639892578125
cze,mf,adult,1993,4243.60205078125
cze,m,total,1993,2832.39697265625
cze,m,youth,1993,506.1090087890625
cze,m,adult,1993,2326.2880859375
cze,f,total,1993,2261.1689453125
cze,f,youth,1993,343.8550109863281
cze,f,adult,1993,1917.31396484375
cze,mf,total,1994,5147.93603515625
cze,mf,youth,1994,881.02099609375
cze,mf,adult,1994,4266.9150390625
cze,m,total,1994,2861.3330078125
cze,m,youth,1994,518.7529907226562
cze,m,adult,1994,2342.580078125
cze,f,total,1994,2286.60302734375
cze,f,youth,1994,362.26800537109375
cze,f,adult,1994,1924.3349609375
cze,mf,total,1995,5170.62890625
cze,mf,youth,1995,865.405029296875
cze,mf,adult,1995,4305.22412109375
cze,m,total,1995,2882.931884765625
cze,m,youth,1995,513.9089965820312
cze,m,adult,1995,2369.02294921875
cze,f,total,1995,2287.697998046875
cze,f,youth,1995,351.4960021972656
cze,f,adult,1995,1936.2020263671875
cze,mf,total,1996,5173.455078125
cze,mf,youth,1996,844.3060302734375
cze,mf,adult,1996,4329.14892578125
cze,m,total,1996,2898.35791015625
cze,m,youth,1996,503.5769958496094
cze,m,adult,1996,2394.781005859375
cze,f,total,1996,2275.096923828125
cze,f,youth,1996,340.72900390625
cze,f,adult,1996,1934.3680419921875
cze,mf,total,1997,5184.8359375
cze,mf,youth,1997,823.1890258789062
cze,mf,adult,1997,4361.64697265625
cze,m,total,1997,2900.9150390625
cze,m,youth,1997,488.0880126953125
cze,m,adult,1997,2412.826904296875
cze,f,total,1997,2283.9208984375
cze,f,youth,1997,335.10101318359375
cze,f,adult,1997,1948.8199462890625
cze,mf,total,1998,5201.4638671875
cze,mf,youth,1998,822.5960083007812
cze,mf,adult,1998,4378.8681640625
cze,m,total,1998,2903.083984375
cze,m,youth,1998,477.5329895019531
cze,m,adult,1998,2425.551025390625
cze,f,total,1998,2298.3798828125
cze,f,youth,1998,345.06298828125
cze,f,adult,1998,1953.3170166015625
cze,mf,total,1999,5218.2080078125
cze,mf,youth,1999,783.4539794921875
cze,mf,adult,1999,4434.75390625
cze,m,total,1999,2905.56591796875
cze,m,youth,1999,448.89801025390625
cze,m,adult,1999,2456.66796875
cze,f,total,1999,2312.64208984375
cze,f,youth,1999,334.5559997558594
cze,f,adult,1999,1978.0860595703125
cze,mf,total,2000,5186.11376953125
cze,mf,youth,2000,720.0780029296875
cze,mf,adult,2000,4466.0361328125
cze,m,total,2000,2887.347900390625
cze,m,youth,2000,409.4960021972656
cze,m,adult,2000,2477.85205078125
cze,f,total,2000,2298.76611328125
cze,f,youth,2000,310.5820007324219
cze,f,adult,2000,1988.1839599609375
cze,mf,total,2001,5171.1689453125
cze,mf,youth,2001,652.4019775390625
cze,mf,adult,2001,4518.76708984375
cze,m,total,2001,2881.326904296875
cze,m,youth,2001,371.635009765625
cze,m,adult,2001,2509.69189453125
cze,f,total,2001,2289.842041015625
cze,f,youth,2001,280.7669982910156
cze,f,adult,2001,2009.074951171875
cze,mf,total,2002,5173.02490234375
cze,mf,youth,2002,585.010986328125
cze,mf,adult,2002,4588.01416015625
cze,m,total,2002,2890.35791015625
cze,m,youth,2002,333.6860046386719
cze,m,adult,2002,2556.672119140625
cze,f,total,2002,2282.66796875
cze,f,youth,2002,251.3249969482422
cze,f,adult,2002,2031.343017578125
cze,mf,total,2003,5132.10009765625
cze,mf,youth,2003,541.7000122070312
cze,mf,adult,2003,4590.39990234375
cze,m,total,2003,2860.800048828125
cze,m,youth,2003,305.79998779296875
cze,m,adult,2003,2555.0
cze,f,total,2003,2271.300048828125
cze,f,youth,2003,235.89999389648438
cze,f,adult,2003,2035.4000244140625
cze,mf,total,2004,5132.60009765625
cze,mf,youth,2004,497.0
cze,mf,adult,2004,4635.60009765625
cze,m,total,2004,2864.39990234375
cze,m,youth,2004,283.5
cze,m,adult,2004,2580.89990234375
cze,f,total,2004,2268.199951171875
cze,f,youth,2004,213.5
cze,f,adult,2004,2054.699951171875
cze,mf,total,2005,5174.2001953125
cze,mf,youth,2005,459.6000061035156
cze,mf,adult,2005,4714.60009765625
cze,m,total,2005,2892.10009765625
cze,m,youth,2005,268.8999938964844
cze,m,adult,2005,2623.199951171875
cze,f,total,2005,2282.10009765625
cze,f,youth,2005,190.6999969482422
cze,f,adult,2005,2091.39990234375
cze,mf,total,2006,5199.10009765625
cze,mf,youth,2006,451.6000061035156
cze,mf,adult,2006,4747.5
cze,m,total,2006,2910.89990234375
cze,m,youth,2006,260.0
cze,m,adult,2006,2650.89990234375
cze,f,total,2006,2288.199951171875
cze,f,youth,2006,191.60000610351562
cze,f,adult,2006,2096.60009765625
cze,mf,total,2007,5198.326171875
cze,mf,youth,2007,427.8689880371094
cze,mf,adult,2007,4770.45703125
cze,m,total,2007,2929.6689453125
cze,m,youth,2007,252.42300415039062
cze,m,adult,2007,2677.24609375
cze,f,total,2007,2268.656982421875
cze,f,youth,2007,175.4459991455078
cze,f,adult,2007,2093.2109375
cze,mf,total,2008,5232.60009765625
cze,mf,youth,2008,418.29998779296875
cze,mf,adult,2008,4814.2998046875
cze,m,total,2008,2965.800048828125
cze,m,youth,2008,247.89999389648438
cze,m,adult,2008,2717.89990234375
cze,f,total,2008,2266.800048828125
cze,f,youth,2008,170.39999389648438
cze,f,adult,2008,2096.39990234375
cze,mf,total,2009,5286.4560546875
cze,mf,youth,2009,424.0610046386719
cze,mf,adult,2009,4862.39501953125
cze,m,total,2009,2999.10595703125
cze,m,youth,2009,255.4929962158203
cze,m,adult,2009,2743.613037109375
cze,f,total,2009,2287.35009765625
cze,f,youth,2009,168.5679931640625
cze,f,adult,2009,2118.781982421875
cze,mf,total,2010,5268.97119140625
cze,mf,youth,2010,400.3089904785156
cze,mf,adult,2010,4868.662109375
cze,m,total,2010,2989.0400390625
cze,m,youth,2010,241.1439971923828
cze,m,adult,2010,2747.89599609375
cze,f,total,2010,2279.930908203125
cze,f,youth,2010,159.1649932861328
cze,f,adult,2010,2120.76611328125
cze,mf,total,2011,5257.625
cze,mf,youth,2011,376.65899658203125
cze,mf,adult,2011,4880.9658203125
cze,m,total,2011,2966.81103515625
cze,m,youth,2011,228.92100524902344
cze,m,adult,2011,2737.889892578125
cze,f,total,2011,2290.81396484375
cze,f,youth,2011,147.73800659179688
cze,f,adult,2011,2143.075927734375
cze,mf,total,2012,5256.94921875
cze,mf,youth,2012,372.7869873046875
cze,mf,adult,2012,4884.162109375
cze,m,total,2012,2956.717041015625
cze,m,youth,2012,221.99200439453125
cze,m,adult,2012,2734.72509765625
cze,f,total,2012,2300.23193359375
cze,f,youth,2012,150.7949981689453
cze,f,adult,2012,2149.43701171875
cze,mf,total,2013,5306.02197265625
cze,mf,youth,2013,362.2690124511719
cze,mf,adult,2013,4943.7529296875
cze,m,total,2013,2969.343994140625
cze,m,youth,2013,216.07200622558594
cze,m,adult,2013,2753.27197265625
cze,f,total,2013,2336.677978515625
cze,f,youth,2013,146.19700622558594
cze,f,adult,2013,2190.48095703125
cze,mf,total,2014,5297.91015625
cze,mf,youth,2014,356.0
cze,mf,adult,2014,4941.91015625
cze,m,total,2014,2968.320068359375
cze,m,youth,2014,215.3000030517578
cze,m,adult,2014,2753.02001953125
cze,f,total,2014,2329.590087890625
cze,f,youth,2014,140.6999969482422
cze,f,adult,2014,2188.889892578125
dnk,mf,total,1983,2664.22900390625
dnk,mf,youth,1983,504.8999938964844
dnk,mf,adult,1983,2159.3291015625
dnk,m,total,1983,1451.074951171875
dnk,m,youth,1983,266.29998779296875
dnk,m,adult,1983,1184.7750244140625
dnk,f,total,1983,1213.154052734375
dnk,f,youth,1983,238.60000610351562
dnk,f,adult,1983,974.5540161132812
dnk,mf,total,1984,2716.760009765625
dnk,mf,youth,1984,580.9000244140625
dnk,mf,adult,1984,2135.860107421875
dnk,m,total,1984,1473.760009765625
dnk,m,youth,1984,304.1000061035156
dnk,m,adult,1984,1169.6600341796875
dnk,f,total,1984,1243.0
dnk,f,youth,1984,276.79998779296875
dnk,f,adult,1984,966.2000122070312
dnk,mf,total,1985,2754.048095703125
dnk,mf,youth,1985,589.7000122070312
dnk,mf,adult,1985,2164.347900390625
dnk,m,total,1985,1495.178955078125
dnk,m,youth,1985,317.6000061035156
dnk,m,adult,1985,1177.5789794921875
dnk,f,total,1985,1258.8680419921875
dnk,f,youth,1985,272.1000061035156
dnk,f,adult,1985,986.7680053710938
dnk,mf,total,1986,2814.8798828125
dnk,mf,youth,1986,571.2999877929688
dnk,mf,adult,1986,2243.580078125
dnk,m,total,1986,1520.458984375
dnk,m,youth,1986,308.5
dnk,m,adult,1986,1211.958984375
dnk,f,total,1986,1294.4210205078125
dnk,f,youth,1986,262.79998779296875
dnk,f,adult,1986,1031.6209716796875
dnk,mf,total,1987,2801.22998046875
dnk,mf,youth,1987,584.7000122070312
dnk,mf,adult,1987,2216.530029296875
dnk,m,total,1987,1511.4200439453125
dnk,m,youth,1987,310.1000061035156
dnk,m,adult,1987,1201.3199462890625
dnk,f,total,1987,1289.81005859375
dnk,f,youth,1987,274.6000061035156
dnk,f,adult,1987,1015.2100219726562
dnk,mf,total,1988,2868.8759765625
dnk,mf,youth,1988,594.9000244140625
dnk,mf,adult,1988,2273.97607421875
dnk,m,total,1988,1552.905029296875
dnk,m,youth,1988,313.29998779296875
dnk,m,adult,1988,1239.60498046875
dnk,f,total,1988,1315.970947265625
dnk,f,youth,1988,281.6000061035156
dnk,f,adult,1988,1034.3709716796875
dnk,mf,total,1989,2863.635009765625
dnk,mf,youth,1989,577.2999877929688
dnk,mf,adult,1989,2286.3349609375
dnk,m,total,1989,1550.447021484375
dnk,m,youth,1989,305.70001220703125
dnk,m,adult,1989,1244.7469482421875
dnk,f,total,1989,1313.18798828125
dnk,f,youth,1989,271.6000061035156
dnk,f,adult,1989,1041.5880126953125
dnk,mf,total,1990,2897.5439453125
dnk,mf,youth,1990,554.9000244140625
dnk,mf,adult,1990,2342.64404296875
dnk,m,total,1990,1558.9110107421875
dnk,m,youth,1990,292.70001220703125
dnk,m,adult,1990,1266.2110595703125
dnk,f,total,1990,1338.633056640625
dnk,f,youth,1990,262.20001220703125
dnk,f,adult,1990,1076.4329833984375
dnk,mf,total,1991,2899.010009765625
dnk,mf,youth,1991,547.5
dnk,mf,adult,1991,2351.510009765625
dnk,m,total,1991,1548.447998046875
dnk,m,youth,1991,284.79998779296875
dnk,m,adult,1991,1263.64794921875
dnk,f,total,1991,1350.56103515625
dnk,f,youth,1991,262.70001220703125
dnk,f,adult,1991,1087.8609619140625
dnk,mf,total,1992,2898.077880859375
dnk,mf,youth,1992,515.4000244140625
dnk,mf,adult,1992,2382.677978515625
dnk,m,total,1992,1541.967041015625
dnk,m,youth,1992,266.20001220703125
dnk,m,adult,1992,1275.7669677734375
dnk,f,total,1992,1356.1109619140625
dnk,f,youth,1992,249.1999969482422
dnk,f,adult,1992,1106.9110107421875
dnk,mf,total,1993,2875.26806640625
dnk,mf,youth,1993,498.79998779296875
dnk,mf,adult,1993,2376.468017578125
dnk,m,total,1993,1527.3900146484375
dnk,m,youth,1993,254.89999389648438
dnk,m,adult,1993,1272.489990234375
dnk,f,total,1993,1347.8780517578125
dnk,f,youth,1993,243.89999389648438
dnk,f,adult,1993,1103.97802734375
dnk,mf,total,1994,2758.721923828125
dnk,mf,youth,1994,484.4119873046875
dnk,mf,adult,1994,2274.31005859375
dnk,m,total,1994,1482.9620361328125
dnk,m,youth,1994,262.8070068359375
dnk,m,adult,1994,1220.155029296875
dnk,f,total,1994,1275.760009765625
dnk,f,youth,1994,221.60499572753906
dnk,f,adult,1994,1054.155029296875
dnk,mf,total,1995,2796.235107421875
dnk,mf,youth,1995,512.0349731445312
dnk,mf,adult,1995,2284.199951171875
dnk,m,total,1995,1525.197021484375
dnk,m,youth,1995,268.7120056152344
dnk,m,adult,1995,1256.4849853515625
dnk,f,total,1995,1271.0379638671875
dnk,f,youth,1995,243.322998046875
dnk,f,adult,1995,1027.7149658203125
dnk,mf,total,1996,2815.208984375
dnk,mf,youth,1996,501.71099853515625
dnk,mf,adult,1996,2313.498046875
dnk,m,total,1996,1528.1290283203125
dnk,m,youth,1996,267.1669921875
dnk,m,adult,1996,1260.9620361328125
dnk,f,total,1996,1287.0799560546875
dnk,f,youth,1996,234.54400634765625
dnk,f,adult,1996,1052.5360107421875
dnk,mf,total,1997,2827.761962890625
dnk,mf,youth,1997,494.6440124511719
dnk,mf,adult,1997,2333.117919921875
dnk,m,total,1997,1529.135986328125
dnk,m,youth,1997,273.2569885253906
dnk,m,adult,1997,1255.8790283203125
dnk,f,total,1997,1298.6259765625
dnk,f,youth,1997,221.38699340820312
dnk,f,adult,1997,1077.239013671875
dnk,mf,total,1998,2821.031982421875
dnk,mf,youth,1998,459.6289978027344
dnk,mf,adult,1998,2361.403076171875
dnk,m,total,1998,1506.7640380859375
dnk,m,youth,1998,225.031005859375
dnk,m,adult,1998,1281.7330322265625
dnk,f,total,1998,1314.2679443359375
dnk,f,youth,1998,234.59800720214844
dnk,f,adult,1998,1079.6700439453125
dnk,mf,total,1999,2854.80810546875
dnk,mf,youth,1999,445.2869873046875
dnk,mf,adult,1999,2409.52099609375
dnk,m,total,1999,1529.0479736328125
dnk,m,youth,1999,226.7259979248047
dnk,m,adult,1999,1302.322021484375
dnk,f,total,1999,1325.760009765625
dnk,f,youth,1999,218.56100463867188
dnk,f,adult,1999,1107.198974609375
dnk,mf,total,2000,2844.821044921875
dnk,mf,youth,2000,430.30499267578125
dnk,mf,adult,2000,2414.51611328125
dnk,m,total,2000,1515.6619873046875
dnk,m,youth,2000,230.06700134277344
dnk,m,adult,2000,1285.594970703125
dnk,f,total,2000,1329.1590576171875
dnk,f,youth,2000,200.23800659179688
dnk,f,adult,2000,1128.9210205078125
dnk,mf,total,2001,2869.485107421875
dnk,mf,youth,2001,395.60400390625
dnk,mf,adult,2001,2473.881103515625
dnk,m,total,2001,1528.22900390625
dnk,m,youth,2001,204.69500732421875
dnk,m,adult,2001,1323.5340576171875
dnk,f,total,2001,1341.2569580078125
dnk,f,youth,2001,190.90899658203125
dnk,f,adult,2001,1150.3480224609375
dnk,mf,total,2002,2854.427001953125
dnk,mf,youth,2002,400.0169982910156
dnk,mf,adult,2002,2454.409912109375
dnk,m,total,2002,1520.4139404296875
dnk,m,youth,2002,208.85299682617188
dnk,m,adult,2002,1311.56103515625
dnk,f,total,2002,1334.011962890625
dnk,f,youth,2002,191.16400146484375
dnk,f,adult,2002,1142.8480224609375
dnk,mf,total,2003,2862.177001953125
dnk,mf,youth,2003,380.1440124511719
dnk,mf,adult,2003,2482.032958984375
dnk,m,total,2003,1531.237060546875
dnk,m,youth,2003,197.6909942626953
dnk,m,adult,2003,1333.5460205078125
dnk,f,total,2003,1330.93994140625
dnk,f,youth,2003,182.4530029296875
dnk,f,adult,2003,1148.487060546875
dnk,mf,total,2004,2897.797119140625
dnk,mf,youth,2004,397.9230041503906
dnk,mf,adult,2004,2499.8740234375
dnk,m,total,2004,1542.8819580078125
dnk,m,youth,2004,206.3679962158203
dnk,m,adult,2004,1336.5140380859375
dnk,f,total,2004,1354.9150390625
dnk,f,youth,2004,191.55499267578125
dnk,f,adult,2004,1163.3599853515625
dnk,mf,total,2005,2892.0439453125
dnk,mf,youth,2005,404.3710021972656
dnk,mf,adult,2005,2487.673095703125
dnk,m,total,2005,1537.948974609375
dnk,m,youth,2005,210.42999267578125
dnk,m,adult,2005,1327.51904296875
dnk,f,total,2005,1354.094970703125
dnk,f,youth,2005,193.94000244140625
dnk,f,adult,2005,1160.155029296875
dnk,mf,total,2006,2919.14208984375
dnk,mf,youth,2006,427.62200927734375
dnk,mf,adult,2006,2491.52001953125
dnk,m,total,2006,1547.594970703125
dnk,m,youth,2006,219.25999450683594
dnk,m,adult,2006,1328.3349609375
dnk,f,total,2006,1371.5469970703125
dnk,f,youth,2006,208.36199951171875
dnk,f,adult,2006,1163.18505859375
dnk,mf,total,2007,2914.4580078125
dnk,mf,youth,2007,431.70599365234375
dnk,mf,adult,2007,2482.751953125
dnk,m,total,2007,1545.260009765625
dnk,m,youth,2007,225.12100219726562
dnk,m,adult,2007,1320.1390380859375
dnk,f,total,2007,1369.197998046875
dnk,f,youth,2007,206.58599853515625
dnk,f,adult,2007,1162.612060546875
dnk,mf,total,2008,2954.196044921875
dnk,mf,youth,2008,457.8070068359375
dnk,mf,adult,2008,2496.388916015625
dnk,m,total,2008,1566.77001953125
dnk,m,youth,2008,235.50999450683594
dnk,m,adult,2008,1331.260009765625
dnk,f,total,2008,1387.426025390625
dnk,f,youth,2008,222.29600524902344
dnk,f,adult,2008,1165.1300048828125
dnk,mf,total,2009,2947.51708984375
