country,sex,age_group,year,long_term_unemployment_rate
fin,f,adult,2009,1.2000000476837158
fin,mf,total,2010,1.899999976158142
fin,mf,youth,2010,1.5
fin,mf,adult,2010,2.0
fin,m,total,2010,2.4000000953674316
fin,m,youth,2010,2.0
fin,m,adult,2010,2.4000000953674316
fin,f,total,2010,1.5
fin,f,youth,2010,0.8999999761581421
fin,f,adult,2010,1.5
fin,mf,total,2011,1.7000000476837158
fin,mf,youth,2011,1.0
fin,mf,adult,2011,1.7999999523162842
fin,m,total,2011,2.200000047683716
fin,m,youth,2011,1.399999976158142
fin,m,adult,2011,2.299999952316284
fin,f,total,2011,1.2000000476837158
fin,f,youth,2011,0.6000000238418579
fin,f,adult,2011,1.2999999523162842
fin,mf,total,2012,1.600000023841858
fin,mf,youth,2012,1.0
fin,mf,adult,2012,1.7000000476837158
fin,m,total,2012,2.0
fin,m,youth,2012,1.2000000476837158
fin,m,adult,2012,2.200000047683716
fin,f,total,2012,1.2000000476837158
fin,f,youth,2012,0.800000011920929
fin,f,adult,2012,1.2000000476837158
fin,mf,total,2013,1.7000000476837158
fin,mf,youth,2013,1.100000023841858
fin,mf,adult,2013,1.7999999523162842
fin,m,total,2013,2.0999999046325684
fin,m,youth,2013,1.7000000476837158
fin,m,adult,2013,2.0999999046325684
fin,f,total,2013,1.2999999523162842
fin,f,youth,2013,0.5
fin,f,adult,2013,1.5
fin,mf,total,2014,2.0
fin,mf,youth,2014,1.100000023841858
fin,mf,adult,2014,2.0999999046325684
fin,m,total,2014,2.299999952316284
fin,m,youth,2014,1.600000023841858
fin,m,adult,2014,2.4000000953674316
fin,f,total,2014,1.600000023841858
fin,f,youth,2014,0.5
fin,f,adult,2014,1.7999999523162842
fra,mf,total,1983,3.299999952316284
fra,mf,youth,1983,6.599999904632568
fra,mf,adult,1983,2.5999999046325684
fra,m,total,1983,2.299999952316284
fra,m,youth,1983,4.5
fra,m,adult,1983,2.0
fra,f,total,1983,4.599999904632568
fra,f,youth,1983,8.699999809265137
fra,f,adult,1983,3.5999999046325684
fra,mf,total,1984,3.9000000953674316
fra,mf,youth,1984,8.199999809265137
fra,mf,adult,1984,3.0
fra,m,total,1984,2.700000047683716
fra,m,youth,1984,6.0
fra,m,adult,1984,2.0999999046325684
fra,f,total,1984,5.400000095367432
fra,f,youth,1984,10.600000381469727
fra,f,adult,1984,4.199999809265137
fra,mf,total,1985,4.599999904632568
fra,mf,youth,1985,9.5
fra,mf,adult,1985,3.700000047683716
fra,m,total,1985,3.5
fra,m,youth,1985,7.400000095367432
fra,m,adult,1985,2.799999952316284
fra,f,total,1985,6.199999809265137
fra,f,youth,1985,11.699999809265137
fra,f,adult,1985,4.900000095367432
fra,mf,total,1986,4.699999809265137
fra,mf,youth,1986,8.399999618530273
fra,mf,adult,1986,4.0
fra,m,total,1986,3.799999952316284
fra,m,youth,1986,6.699999809265137
fra,m,adult,1986,3.200000047683716
fra,f,total,1986,5.900000095367432
fra,f,youth,1986,10.100000381469727
fra,f,adult,1986,4.900000095367432
fra,mf,total,1987,4.900000095367432
fra,mf,youth,1987,7.900000095367432
fra,mf,adult,1987,4.400000095367432
fra,m,total,1987,3.700000047683716
fra,m,youth,1987,5.699999809265137
fra,m,adult,1987,3.4000000953674316
fra,f,total,1987,6.5
fra,f,youth,1987,10.199999809265137
fra,f,adult,1987,5.699999809265137
fra,mf,total,1988,4.699999809265137
fra,mf,youth,1988,7.0
fra,mf,adult,1988,4.300000190734863
fra,m,total,1988,3.5999999046325684
fra,m,youth,1988,5.5
fra,m,adult,1988,3.299999952316284
fra,f,total,1988,6.099999904632568
fra,f,youth,1988,8.600000381469727
fra,f,adult,1988,5.699999809265137
fra,mf,total,1989,4.300000190734863
fra,mf,youth,1989,5.900000095367432
fra,mf,adult,1989,4.099999904632568
fra,m,total,1989,3.0999999046325684
fra,m,youth,1989,4.099999904632568
fra,m,adult,1989,3.0
fra,f,total,1989,5.900000095367432
fra,f,youth,1989,7.800000190734863
fra,f,adult,1989,5.599999904632568
fra,mf,total,1990,3.9000000953674316
fra,mf,youth,1990,5.300000190734863
fra,mf,adult,1990,3.700000047683716
fra,m,total,1990,2.799999952316284
fra,m,youth,1990,4.199999809265137
fra,m,adult,1990,2.5999999046325684
fra,f,total,1990,5.300000190734863
fra,f,youth,1990,6.400000095367432
fra,f,adult,1990,5.099999904632568
fra,mf,total,1991,3.700000047683716
fra,mf,youth,1991,5.0
fra,mf,adult,1991,3.5
fra,m,total,1991,2.700000047683716
fra,m,youth,1991,3.9000000953674316
fra,m,adult,1991,2.5
fra,f,total,1991,4.900000095367432
fra,f,youth,1991,6.199999809265137
fra,f,adult,1991,4.699999809265137
fra,mf,total,1992,3.5
fra,mf,youth,1992,4.400000095367432
fra,mf,adult,1992,3.4000000953674316
fra,m,total,1992,2.5999999046325684
fra,m,youth,1992,3.299999952316284
fra,m,adult,1992,2.5
fra,f,total,1992,4.699999809265137
fra,f,youth,1992,5.599999904632568
fra,f,adult,1992,4.5
fra,mf,total,1993,3.799999952316284
fra,mf,youth,1993,4.900000095367432
fra,mf,adult,1993,3.5999999046325684
fra,m,total,1993,3.0
fra,m,youth,1993,4.300000190734863
fra,m,adult,1993,2.799999952316284
fra,f,total,1993,4.699999809265137
fra,f,youth,1993,5.699999809265137
fra,f,adult,1993,4.599999904632568
fra,mf,total,1994,4.699999809265137
fra,mf,youth,1994,6.300000190734863
fra,mf,adult,1994,4.5
fra,m,total,1994,4.099999904632568
fra,m,youth,1994,5.599999904632568
fra,m,adult,1994,3.9000000953674316
fra,f,total,1994,5.5
fra,f,youth,1994,7.0
fra,f,adult,1994,5.300000190734863
fra,mf,total,1995,4.699999809265137
fra,mf,youth,1995,6.300000190734863
fra,mf,adult,1995,4.599999904632568
fra,m,total,1995,3.9000000953674316
fra,m,youth,1995,4.800000190734863
fra,m,adult,1995,3.799999952316284
fra,f,total,1995,5.800000190734863
fra,f,youth,1995,8.0
fra,f,adult,1995,5.5
fra,mf,total,1996,4.699999809265137
fra,mf,youth,1996,5.699999809265137
fra,mf,adult,1996,4.599999904632568
fra,m,total,1996,3.799999952316284
fra,m,youth,1996,4.900000095367432
fra,m,adult,1996,3.700000047683716
fra,f,total,1996,5.800000190734863
fra,f,youth,1996,6.599999904632568
fra,f,adult,1996,5.699999809265137
fra,mf,total,1997,5.0
fra,mf,youth,1997,6.699999809265137
fra,mf,adult,1997,4.800000190734863
fra,m,total,1997,4.199999809265137
fra,m,youth,1997,5.900000095367432
fra,m,adult,1997,4.0
fra,f,total,1997,5.900000095367432
fra,f,youth,1997,7.599999904632568
fra,f,adult,1997,5.699999809265137
fra,mf,total,1998,5.0
fra,mf,youth,1998,6.0
fra,mf,adult,1998,4.900000095367432
fra,m,total,1998,4.300000190734863
fra,m,youth,1998,5.599999904632568
fra,m,adult,1998,4.199999809265137
fra,f,total,1998,5.900000095367432
fra,f,youth,1998,6.400000095367432
fra,f,adult,1998,5.900000095367432
fra,mf,total,1999,4.699999809265137
fra,mf,youth,1999,5.400000095367432
fra,mf,adult,1999,4.599999904632568
fra,m,total,1999,3.9000000953674316
fra,m,youth,1999,4.699999809265137
fra,m,adult,1999,3.9000000953674316
fra,f,total,1999,5.5
fra,f,youth,1999,6.099999904632568
fra,f,adult,1999,5.5
fra,mf,total,2000,1.0
fra,mf,youth,2000,1.100000023841858
fra,mf,adult,2000,1.0
fra,m,total,2000,0.800000011920929
fra,m,youth,2000,0.8999999761581421
fra,m,adult,2000,0.800000011920929
fra,f,total,2000,1.2000000476837158
fra,f,youth,2000,1.2999999523162842
fra,f,adult,2000,1.2000000476837158
fra,mf,total,2001,0.800000011920929
fra,mf,youth,2001,0.800000011920929
fra,mf,adult,2001,0.800000011920929
fra,m,total,2001,0.6000000238418579
fra,m,youth,2001,0.699999988079071
fra,m,adult,2001,0.6000000238418579
fra,f,total,2001,1.0
fra,f,youth,2001,1.0
fra,f,adult,2001,1.0
fra,mf,total,2002,0.699999988079071
fra,mf,youth,2002,0.8999999761581421
fra,mf,adult,2002,0.699999988079071
fra,m,total,2002,0.6000000238418579
fra,m,youth,2002,0.800000011920929
fra,m,adult,2002,0.6000000238418579
fra,f,total,2002,0.800000011920929
fra,f,youth,2002,1.0
fra,f,adult,2002,0.800000011920929
fra,mf,total,2003,3.0999999046325684
fra,mf,youth,2003,4.099999904632568
fra,mf,adult,2003,3.0
fra,m,total,2003,2.799999952316284
fra,m,youth,2003,3.799999952316284
fra,m,adult,2003,2.700000047683716
fra,f,total,2003,3.5
fra,f,youth,2003,4.400000095367432
fra,f,adult,2003,3.4000000953674316
fra,mf,total,2004,3.5
fra,mf,youth,2004,4.5
fra,mf,adult,2004,3.4000000953674316
fra,m,total,2004,3.0999999046325684
fra,m,youth,2004,4.400000095367432
fra,m,adult,2004,3.0
fra,f,total,2004,4.0
fra,f,youth,2004,4.5
fra,f,adult,2004,3.9000000953674316
fra,mf,total,2005,3.5999999046325684
fra,mf,youth,2005,4.800000190734863
fra,mf,adult,2005,3.5
fra,m,total,2005,3.200000047683716
fra,m,youth,2005,4.599999904632568
fra,m,adult,2005,3.0
fra,f,total,2005,4.099999904632568
fra,f,youth,2005,5.0
fra,f,adult,2005,4.0
fra,mf,total,2006,3.700000047683716
fra,mf,youth,2006,5.300000190734863
fra,mf,adult,2006,3.5
fra,m,total,2006,3.4000000953674316
fra,m,youth,2006,5.300000190734863
fra,m,adult,2006,3.200000047683716
fra,f,total,2006,4.0
fra,f,youth,2006,5.300000190734863
fra,f,adult,2006,3.799999952316284
fra,mf,total,2007,3.200000047683716
fra,mf,youth,2007,4.400000095367432
fra,mf,adult,2007,3.0
fra,m,total,2007,3.0
fra,m,youth,2007,5.0
fra,m,adult,2007,2.700000047683716
fra,f,total,2007,3.4000000953674316
fra,f,youth,2007,3.799999952316284
fra,f,adult,2007,3.4000000953674316
fra,mf,total,2008,2.700000047683716
fra,mf,youth,2008,4.400000095367432
fra,mf,adult,2008,2.5
fra,m,total,2008,2.700000047683716
fra,m,youth,2008,4.800000190734863
fra,m,adult,2008,2.4000000953674316
fra,f,total,2008,2.799999952316284
fra,f,youth,2008,3.799999952316284
fra,f,adult,2008,2.700000047683716
fra,mf,total,2009,3.200000047683716
fra,mf,youth,2009,5.800000190734863
fra,mf,adult,2009,2.9000000953674316
fra,m,total,2009,3.0999999046325684
fra,m,youth,2009,6.5
fra,m,adult,2009,2.700000047683716
fra,f,total,2009,3.200000047683716
fra,f,youth,2009,4.900000095367432
fra,f,adult,2009,3.0999999046325684
fra,mf,total,2010,3.700000047683716
fra,mf,youth,2010,6.599999904632568
fra,mf,adult,2010,3.4000000953674316
fra,m,total,2010,3.700000047683716
fra,m,youth,2010,7.0
fra,m,adult,2010,3.299999952316284
fra,f,total,2010,3.700000047683716
fra,f,youth,2010,6.0
fra,f,adult,2010,3.4000000953674316
fra,mf,total,2011,3.799999952316284
fra,mf,youth,2011,6.099999904632568
fra,mf,adult,2011,3.5
fra,m,total,2011,3.700000047683716
fra,m,youth,2011,6.099999904632568
fra,m,adult,2011,3.4000000953674316
fra,f,total,2011,3.9000000953674316
fra,f,youth,2011,6.0
fra,f,adult,2011,3.700000047683716
fra,mf,total,2012,3.9000000953674316
fra,mf,youth,2012,6.599999904632568
fra,mf,adult,2012,3.700000047683716
fra,m,total,2012,4.0
fra,m,youth,2012,7.099999904632568
fra,m,adult,2012,3.5999999046325684
fra,f,total,2012,3.9000000953674316
fra,f,youth,2012,5.900000095367432
fra,f,adult,2012,3.700000047683716
fra,mf,total,2013,4.0
fra,mf,youth,2013,6.400000095367432
fra,mf,adult,2013,3.700000047683716
fra,m,total,2013,4.0
fra,m,youth,2013,6.5
fra,m,adult,2013,3.799999952316284
fra,f,total,2013,3.9000000953674316
fra,f,youth,2013,6.199999809265137
fra,f,adult,2013,3.5999999046325684
fra,mf,total,2014,4.199999809265137
fra,mf,youth,2014,6.5
fra,mf,adult,2014,3.9000000953674316
fra,m,total,2014,4.400000095367432
fra,m,youth,2014,7.400000095367432
fra,m,adult,2014,4.099999904632568
fra,f,total,2014,3.9000000953674316
fra,f,youth,2014,5.400000095367432
fra,f,adult,2014,3.799999952316284
guf,mf,total,2001,15.699999809265137
guf,mf,total,2002,18.200000762939453
guf,mf,total,2003,16.0
guf,mf,total,2004,17.0
guf,mf,total,2005,18.600000381469727
guf,mf,total,2006,22.799999237060547
guf,mf,total,2007,15.199999809265137
guf,mf,total,2008,17.100000381469727
guf,mf,total,2009,15.5
guf,mf,total,2010,15.399999618530273
guf,mf,total,2011,16.299999237060547
guf,mf,total,2012,16.700000762939453
pyf,mf,total,1996,5.599999904632568
pyf,m,total,1996,5.0
pyf,f,total,1996,5.400000095367432
pyf,mf,total,2002,3.0999999046325684
pyf,m,total,2002,2.700000047683716
pyf,f,total,2002,3.799999952316284
pyf,mf,total,2007,3.0999999046325684
pyf,mf,youth,2007,2.5999999046325684
pyf,mf,adult,2007,1.899999976158142
pyf,m,total,2007,2.799999952316284
pyf,f,total,2007,3.5
deu,mf,total,1991,1.7000000476837158
deu,mf,youth,1991,0.8999999761581421
deu,mf,adult,1991,1.7999999523162842
deu,m,total,1991,1.600000023841858
deu,m,youth,1991,0.800000011920929
deu,m,adult,1991,1.7000000476837158
deu,f,total,1991,1.7999999523162842
deu,f,youth,1991,1.0
deu,f,adult,1991,2.0
deu,mf,total,1992,2.0999999046325684
deu,mf,youth,1992,1.2000000476837158
deu,mf,adult,1992,2.200000047683716
deu,m,total,1992,1.7999999523162842
deu,m,youth,1992,1.0
deu,m,adult,1992,1.899999976158142
deu,f,total,1992,2.5
deu,f,youth,1992,1.399999976158142
deu,f,adult,1992,2.700000047683716
deu,mf,total,1993,3.0
deu,mf,youth,1993,1.7000000476837158
deu,mf,adult,1993,3.200000047683716
deu,m,total,1993,2.299999952316284
deu,m,youth,1993,1.2999999523162842
deu,m,adult,1993,2.5
deu,f,total,1993,4.0
deu,f,youth,1993,2.200000047683716
deu,f,adult,1993,4.300000190734863
deu,mf,total,1994,3.799999952316284
deu,mf,youth,1994,2.200000047683716
deu,mf,adult,1994,4.099999904632568
deu,m,total,1994,3.0
deu,m,youth,1994,1.899999976158142
deu,m,adult,1994,3.200000047683716
deu,f,total,1994,4.900000095367432
deu,f,youth,1994,2.5999999046325684
deu,f,adult,1994,5.199999809265137
deu,mf,total,1995,3.9000000953674316
deu,mf,youth,1995,2.0999999046325684
deu,mf,adult,1995,4.199999809265137
deu,m,total,1995,3.200000047683716
deu,m,youth,1995,1.899999976158142
deu,m,adult,1995,3.299999952316284
deu,f,total,1995,4.900000095367432
deu,f,youth,1995,2.299999952316284
deu,f,adult,1995,5.300000190734863
deu,mf,total,1996,4.099999904632568
deu,mf,youth,1996,2.299999952316284
deu,mf,adult,1996,4.400000095367432
deu,m,total,1996,3.5999999046325684
deu,m,youth,1996,2.4000000953674316
deu,m,adult,1996,3.700000047683716
deu,f,total,1996,4.900000095367432
deu,f,youth,1996,2.299999952316284
deu,f,adult,1996,5.199999809265137
deu,mf,total,1997,4.800000190734863
deu,mf,youth,1997,2.5999999046325684
deu,mf,adult,1997,5.099999904632568
deu,m,total,1997,4.199999809265137
deu,m,youth,1997,2.700000047683716
deu,m,adult,1997,4.400000095367432
deu,f,total,1997,5.5
deu,f,youth,1997,2.5999999046325684
deu,f,adult,1997,5.900000095367432
deu,mf,total,1998,5.0
deu,mf,youth,1998,2.5999999046325684
deu,mf,adult,1998,5.300000190734863
deu,m,total,1998,4.400000095367432
deu,m,youth,1998,2.5999999046325684
deu,m,adult,1998,4.699999809265137
deu,f,total,1998,5.599999904632568
deu,f,youth,1998,2.5999999046325684
deu,f,adult,1998,6.0
deu,mf,total,1999,4.5
deu,mf,youth,1999,2.200000047683716
deu,mf,adult,1999,4.800000190734863
deu,m,total,1999,4.199999809265137
deu,m,youth,1999,2.4000000953674316
deu,m,adult,1999,4.400000095367432
deu,f,total,1999,4.900000095367432
deu,f,youth,1999,2.0
deu,f,adult,1999,5.300000190734863
deu,mf,total,2000,1.0
deu,mf,youth,2000,0.4000000059604645
deu,mf,adult,2000,1.100000023841858
deu,m,total,2000,0.8999999761581421
deu,m,youth,2000,0.5
deu,m,adult,2000,1.0
deu,f,total,2000,1.100000023841858
deu,f,youth,2000,0.4000000059604645
deu,f,adult,2000,1.2000000476837158
deu,mf,total,2001,1.0
deu,mf,youth,2001,0.4000000059604645
deu,mf,adult,2001,1.0
deu,m,total,2001,0.8999999761581421
deu,m,youth,2001,0.5
deu,m,adult,2001,1.0
deu,f,total,2001,1.0
deu,f,youth,2001,0.30000001192092896
deu,f,adult,2001,1.100000023841858
deu,mf,total,2002,1.0
deu,mf,youth,2002,0.5
deu,mf,adult,2002,1.100000023841858
deu,m,total,2002,1.0
deu,m,youth,2002,0.6000000238418579
deu,m,adult,2002,1.0
deu,f,total,2002,1.0
deu,f,youth,2002,0.4000000059604645
deu,f,adult,2002,1.100000023841858
deu,mf,total,2003,1.2000000476837158
deu,mf,youth,2003,0.699999988079071
deu,mf,adult,2003,1.2999999523162842
deu,m,total,2003,1.2000000476837158
deu,m,youth,2003,0.8999999761581421
deu,m,adult,2003,1.2999999523162842
deu,f,total,2003,1.2000000476837158
deu,f,youth,2003,0.5
deu,f,adult,2003,1.2999999523162842
deu,mf,total,2004,1.399999976158142
deu,mf,youth,2004,0.800000011920929
deu,mf,adult,2004,1.399999976158142
deu,m,total,2004,1.399999976158142
deu,m,youth,2004,0.8999999761581421
deu,m,adult,2004,1.5
deu,f,total,2004,1.2999999523162842
deu,f,youth,2004,0.699999988079071
deu,f,adult,2004,1.399999976158142
deu,mf,total,2005,5.800000190734863
deu,mf,youth,2005,4.699999809265137
deu,mf,adult,2005,6.0
deu,m,total,2005,6.0
deu,m,youth,2005,5.300000190734863
deu,m,adult,2005,6.0
deu,f,total,2005,5.699999809265137
deu,f,youth,2005,4.0
deu,f,adult,2005,5.900000095367432
deu,mf,total,2006,5.699999809265137
deu,mf,youth,2006,4.300000190734863
deu,mf,adult,2006,5.900000095367432
deu,m,total,2006,5.699999809265137
deu,m,youth,2006,4.800000190734863
deu,m,adult,2006,5.800000190734863
deu,f,total,2006,5.699999809265137
deu,f,youth,2006,3.799999952316284
deu,f,adult,2006,5.900000095367432
deu,mf,total,2007,4.800000190734863
deu,mf,youth,2007,3.5999999046325684
deu,mf,adult,2007,5.0
deu,m,total,2007,4.800000190734863
deu,m,youth,2007,4.0
deu,m,adult,2007,4.900000095367432
deu,f,total,2007,4.900000095367432
deu,f,youth,2007,3.299999952316284
deu,f,adult,2007,5.099999904632568
deu,mf,total,2008,3.9000000953674316
deu,mf,youth,2008,2.9000000953674316
deu,mf,adult,2008,4.0
deu,m,total,2008,3.9000000953674316
deu,m,youth,2008,3.0999999046325684
deu,m,adult,2008,4.0
deu,f,total,2008,3.9000000953674316
deu,f,youth,2008,2.700000047683716
deu,f,adult,2008,4.099999904632568
deu,mf,total,2009,3.5
deu,mf,youth,2009,2.9000000953674316
deu,mf,adult,2009,3.5
deu,m,total,2009,3.5
deu,m,youth,2009,3.299999952316284
deu,m,adult,2009,3.5999999046325684
deu,f,total,2009,3.4000000953674316
deu,f,youth,2009,2.5
deu,f,adult,2009,3.5
deu,mf,total,2010,3.299999952316284
deu,mf,youth,2010,2.5999999046325684
deu,mf,adult,2010,3.4000000953674316
deu,m,total,2010,3.5999999046325684
deu,m,youth,2010,2.9000000953674316
deu,m,adult,2010,3.5999999046325684
deu,f,total,2010,3.0
deu,f,youth,2010,2.200000047683716
deu,f,adult,2010,3.0999999046325684
deu,mf,total,2011,2.799999952316284
deu,mf,youth,2011,2.0
deu,mf,adult,2011,2.9000000953674316
deu,m,total,2011,2.9000000953674316
deu,m,youth,2011,2.299999952316284
deu,m,adult,2011,3.0
deu,f,total,2011,2.5999999046325684
deu,f,youth,2011,1.600000023841858
deu,f,adult,2011,2.700000047683716
deu,mf,total,2012,2.4000000953674316
deu,mf,youth,2012,1.899999976158142
deu,mf,adult,2012,2.5
deu,m,total,2012,2.5999999046325684
deu,m,youth,2012,2.0999999046325684
deu,m,adult,2012,2.5999999046325684
deu,f,total,2012,2.200000047683716
deu,f,youth,2012,1.5
deu,f,adult,2012,2.299999952316284
deu,mf,total,2013,2.299999952316284
deu,mf,youth,2013,1.7999999523162842
deu,mf,adult,2013,2.4000000953674316
deu,m,total,2013,2.5
deu,m,youth,2013,2.0
deu,m,adult,2013,2.5
deu,f,total,2013,2.0999999046325684
deu,f,youth,2013,1.5
deu,f,adult,2013,2.200000047683716
deu,mf,total,2014,2.200000047683716
deu,mf,youth,2014,1.7999999523162842
deu,mf,adult,2014,2.200000047683716
deu,m,total,2014,2.4000000953674316
deu,m,youth,2014,2.200000047683716
deu,m,adult,2014,2.4000000953674316
deu,f,total,2014,1.899999976158142
deu,f,youth,2014,1.2999999523162842
deu,f,adult,2014,2.0
grc,mf,total,1983,2.5999999046325684
grc,mf,youth,1983,7.599999904632568
grc,mf,adult,1983,1.7999999523162842
grc,m,total,1983,1.2999999523162842
grc,m,youth,1983,3.5999999046325684
grc,m,adult,1983,1.0
grc,f,total,1983,5.0
grc,f,youth,1983,12.300000190734863
grc,f,adult,1983,3.299999952316284
grc,mf,total,1984,3.0
grc,mf,youth,1984,9.100000381469727
grc,mf,adult,1984,2.0
grc,m,total,1984,1.600000023841858
grc,m,youth,1984,4.400000095367432
grc,m,adult,1984,1.2999999523162842
grc,f,total,1984,5.699999809265137
grc,f,youth,1984,14.800000190734863
grc,f,adult,1984,3.700000047683716
grc,mf,total,1985,3.4000000953674316
grc,mf,youth,1985,10.399999618530273
grc,mf,adult,1985,2.299999952316284
grc,m,total,1985,1.899999976158142
grc,m,youth,1985,5.599999904632568
grc,m,adult,1985,1.399999976158142
grc,f,total,1985,6.199999809265137
grc,f,youth,1985,16.299999237060547
grc,f,adult,1985,4.099999904632568
grc,mf,total,1986,3.0999999046325684
grc,mf,youth,1986,10.5
grc,mf,adult,1986,2.0
grc,m,total,1986,1.5
grc,m,youth,1986,4.599999904632568
grc,m,adult,1986,1.100000023841858
grc,f,total,1986,6.0
grc,f,youth,1986,17.700000762939453
grc,f,adult,1986,3.700000047683716
grc,mf,total,1987,3.299999952316284
grc,mf,youth,1987,11.399999618530273
grc,mf,adult,1987,2.0999999046325684
grc,m,total,1987,1.7000000476837158
grc,m,youth,1987,6.0
grc,m,adult,1987,1.2000000476837158
grc,f,total,1987,6.099999904632568
grc,f,youth,1987,17.700000762939453
grc,f,adult,1987,3.799999952316284
grc,mf,total,1988,3.5
grc,mf,youth,1988,11.300000190734863
grc,mf,adult,1988,2.4000000953674316
grc,m,total,1988,1.7000000476837158
grc,m,youth,1988,5.699999809265137
grc,m,adult,1988,1.2000000476837158
grc,f,total,1988,6.599999904632568
grc,f,youth,1988,17.700000762939453
grc,f,adult,1988,4.400000095367432
grc,mf,total,1989,3.799999952316284
grc,mf,youth,1989,11.800000190734863
grc,mf,adult,1989,2.5
grc,m,total,1989,1.7999999523162842
grc,m,youth,1989,6.099999904632568
grc,m,adult,1989,1.2999999523162842
grc,f,total,1989,7.0
grc,f,youth,1989,18.299999237060547
grc,f,adult,1989,4.699999809265137
grc,mf,total,1990,3.5
grc,mf,youth,1990,11.0
grc,mf,adult,1990,2.299999952316284
grc,m,total,1990,1.7000000476837158
grc,m,youth,1990,5.5
grc,m,adult,1990,1.2000000476837158
grc,f,total,1990,6.599999904632568
grc,f,youth,1990,17.299999237060547
grc,f,adult,1990,4.300000190734863
grc,mf,total,1991,3.5999999046325684
grc,mf,youth,1991,11.300000190734863
grc,mf,adult,1991,2.4000000953674316
grc,m,total,1991,1.7999999523162842
grc,m,youth,1991,6.099999904632568
grc,m,adult,1991,1.2000000476837158
grc,f,total,1991,7.0
grc,f,youth,1991,17.299999237060547
grc,f,adult,1991,4.800000190734863
grc,mf,total,1992,3.9000000953674316
grc,mf,youth,1992,11.5
grc,mf,adult,1992,2.700000047683716
grc,m,total,1992,1.899999976158142
grc,m,youth,1992,5.599999904632568
grc,m,adult,1992,1.399999976158142
grc,f,total,1992,7.300000190734863
grc,f,youth,1992,18.399999618530273
grc,f,adult,1992,5.199999809265137
grc,mf,total,1993,4.800000190734863
grc,mf,youth,1993,13.600000381469727
grc,mf,adult,1993,3.4000000953674316
grc,m,total,1993,2.5
grc,m,youth,1993,7.5
grc,m,adult,1993,1.899999976158142
grc,f,total,1993,8.600000381469727
grc,f,youth,1993,20.600000381469727
grc,f,adult,1993,6.199999809265137
grc,mf,total,1994,4.5
grc,mf,youth,1994,13.100000381469727
grc,mf,adult,1994,3.200000047683716
grc,m,total,1994,2.5
grc,m,youth,1994,7.099999904632568
grc,m,adult,1994,1.899999976158142
grc,f,total,1994,7.800000190734863
grc,f,youth,1994,19.899999618530273
grc,f,adult,1994,5.599999904632568
grc,mf,total,1995,4.599999904632568
grc,mf,youth,1995,13.699999809265137
grc,mf,adult,1995,3.4000000953674316
grc,m,total,1995,2.5999999046325684
grc,m,youth,1995,7.400000095367432
grc,m,adult,1995,2.0
grc,f,total,1995,7.900000095367432
grc,f,youth,1995,21.100000381469727
grc,f,adult,1995,5.599999904632568
grc,mf,total,1996,5.400000095367432
grc,mf,youth,1996,16.600000381469727
grc,mf,adult,1996,3.9000000953674316
grc,m,total,1996,2.799999952316284
grc,m,youth,1996,9.199999809265137
grc,m,adult,1996,2.0999999046325684
grc,f,total,1996,9.600000381469727
grc,f,youth,1996,24.399999618530273
grc,f,adult,1996,7.0
grc,mf,total,1997,5.300000190734863
grc,mf,youth,1997,16.200000762939453
grc,mf,adult,1997,3.9000000953674316
grc,m,total,1997,2.799999952316284
grc,m,youth,1997,9.100000381469727
grc,m,adult,1997,2.200000047683716
grc,f,total,1997,9.199999809265137
grc,f,youth,1997,23.899999618530273
grc,f,adult,1997,6.699999809265137
grc,mf,total,1998,5.900000095367432
grc,mf,youth,1998,15.199999809265137
grc,mf,adult,1998,4.5
grc,m,total,1998,3.0999999046325684
grc,m,youth,1998,8.5
grc,m,adult,1998,2.4000000953674316
grc,f,total,1998,10.100000381469727
grc,f,youth,1998,22.899999618530273
grc,f,adult,1998,7.800000190734863
grc,mf,total,1999,6.5
grc,mf,youth,1999,15.800000190734863
grc,mf,adult,1999,5.199999809265137
grc,m,total,1999,3.700000047683716
grc,m,youth,1999,9.800000190734863
grc,m,adult,1999,2.9000000953674316
grc,f,total,1999,10.699999809265137
grc,f,youth,1999,22.100000381469727
grc,f,adult,1999,8.600000381469727
grc,mf,total,2000,6.199999809265137
grc,mf,youth,2000,14.699999809265137
grc,mf,adult,2000,5.0
grc,m,total,2000,3.5999999046325684
grc,m,youth,2000,9.300000190734863
grc,m,adult,2000,2.9000000953674316
grc,f,total,2000,10.199999809265137
grc,f,youth,2000,21.0
grc,f,adult,2000,8.399999618530273
grc,mf,total,2001,5.5
grc,mf,youth,2001,12.5
grc,mf,adult,2001,4.599999904632568
grc,m,total,2001,3.299999952316284
grc,m,youth,2001,8.5
grc,m,adult,2001,2.700000047683716
grc,f,total,2001,9.100000381469727
grc,f,youth,2001,17.200000762939453
grc,f,adult,2001,7.800000190734863
grc,mf,total,2002,5.300000190734863
grc,mf,youth,2002,11.800000190734863
grc,mf,adult,2002,4.5
grc,m,total,2002,3.0999999046325684
grc,m,youth,2002,7.800000190734863
grc,m,adult,2002,2.5999999046325684
grc,f,total,2002,8.600000381469727
grc,f,youth,2002,16.5
grc,f,adult,2002,7.5
grc,mf,total,2003,5.400000095367432
grc,mf,youth,2003,12.5
grc,mf,adult,2003,4.599999904632568
grc,m,total,2003,3.0
grc,m,youth,2003,7.699999809265137
grc,m,adult,2003,2.5
grc,f,total,2003,8.899999618530273
grc,f,youth,2003,18.200000762939453
