country,sex,age_group,year,total_unemployed_000
col,f,adult,2001,830.427978515625
col,mf,total,2002,2887.02099609375
col,mf,youth,2002,1217.239990234375
col,mf,adult,2002,1669.781005859375
col,m,total,2002,1364.48095703125
col,m,youth,2002,566.9920043945312
col,m,adult,2002,797.489013671875
col,f,total,2002,1522.5400390625
col,f,youth,2002,650.2479858398438
col,f,adult,2002,872.2919921875
col,mf,total,2003,2688.35400390625
col,mf,youth,2003,1133.7039794921875
col,mf,adult,2003,1554.6500244140625
col,m,total,2003,1216.262939453125
col,m,youth,2003,516.8610229492188
col,m,adult,2003,699.4019775390625
col,f,total,2003,1472.0909423828125
col,f,youth,2003,616.843017578125
col,f,adult,2003,855.2479858398438
col,mf,total,2004,2598.3779296875
col,mf,youth,2004,1106.281005859375
col,mf,adult,2004,1492.0970458984375
col,m,total,2004,1193.5660400390625
col,m,youth,2004,509.489990234375
col,m,adult,2004,684.0759887695312
col,f,total,2004,1404.81201171875
col,f,youth,2004,596.791015625
col,f,adult,2004,808.02099609375
col,mf,total,2005,2258.991943359375
col,mf,youth,2005,972.4099731445312
col,mf,adult,2005,1286.58203125
col,m,total,2005,1023.7429809570312
col,m,youth,2005,444.1669921875
col,m,adult,2005,579.5759887695312
col,f,total,2005,1235.2490234375
col,f,youth,2005,528.2429809570312
col,f,adult,2005,707.0059814453125
col,mf,total,2007,2136.0380859375
col,mf,youth,2007,843.385986328125
col,mf,adult,2007,1292.6519775390625
col,m,total,2007,989.8109741210938
col,m,youth,2007,400.6180114746094
col,m,adult,2007,589.1929931640625
col,f,total,2007,1146.22705078125
col,f,youth,2007,442.76800537109375
col,f,adult,2007,703.458984375
col,mf,total,2008,2195.60400390625
col,mf,youth,2008,863.5419921875
col,mf,adult,2008,1332.06201171875
col,m,total,2008,1024.1070556640625
col,m,youth,2008,405.8949890136719
col,m,adult,2008,618.2119750976562
col,f,total,2008,1171.4969482421875
col,f,youth,2008,457.6470031738281
col,f,adult,2008,713.8499755859375
col,mf,total,2009,2496.23193359375
col,mf,youth,2009,969.4819946289062
col,mf,adult,2009,1526.75
col,m,total,2009,1129.7509765625
col,m,youth,2009,447.0320129394531
col,m,adult,2009,682.718994140625
col,f,total,2009,1366.48095703125
col,f,youth,2009,522.4500122070312
col,f,adult,2009,844.031005859375
col,mf,total,2010,2545.666015625
col,mf,youth,2010,995.9149780273438
col,mf,adult,2010,1549.7509765625
col,m,total,2010,1115.7889404296875
col,m,youth,2010,455.4930114746094
col,m,adult,2010,660.2960205078125
col,f,total,2010,1429.876953125
col,f,youth,2010,540.4219970703125
col,f,adult,2010,889.4550170898438
col,mf,total,2011,2406.279052734375
col,mf,youth,2011,965.1060180664062
col,mf,adult,2011,1441.1729736328125
col,m,total,2011,1045.02197265625
col,m,youth,2011,441.510986328125
col,m,adult,2011,603.510986328125
col,f,total,2011,1361.2569580078125
col,f,youth,2011,523.594970703125
col,f,adult,2011,837.6619873046875
col,mf,total,2012,2375.300048828125
col,mf,youth,2012,930.9310302734375
col,mf,adult,2012,1444.3690185546875
col,m,total,2012,1024.1619873046875
col,m,youth,2012,417.08599853515625
col,m,adult,2012,607.0759887695312
col,f,total,2012,1351.137939453125
col,f,youth,2012,513.844970703125
col,f,adult,2012,837.2930297851562
col,mf,total,2013,2231.60205078125
col,mf,youth,2013,851.5159912109375
col,mf,adult,2013,1380.0860595703125
col,m,total,2013,970.6090087890625
col,m,youth,2013,377.0719909667969
col,m,adult,2013,593.5369873046875
col,f,total,2013,1260.9930419921875
col,f,youth,2013,474.4440002441406
col,f,adult,2013,786.5490112304688
col,mf,total,2014,2140.819091796875
col,mf,youth,2014,830.885009765625
col,mf,adult,2014,1309.9339599609375
col,m,total,2014,932.3300170898438
col,m,youth,2014,373.5989990234375
col,m,adult,2014,558.7310180664062
col,f,total,2014,1208.489013671875
col,f,youth,2014,457.2860107421875
col,f,adult,2014,751.2030029296875
cri,mf,total,2012,221.81100463867188
cri,mf,youth,2012,89.11299896240234
cri,mf,adult,2012,132.697998046875
cri,m,total,2012,117.99800109863281
cri,m,youth,2012,47.20199966430664
cri,m,adult,2012,70.7959976196289
cri,f,total,2012,103.81300354003906
cri,f,youth,2012,41.9109992980957
cri,f,adult,2012,61.902000427246094
cri,mf,total,2013,209.74400329589844
cri,mf,youth,2013,91.27200317382812
cri,mf,adult,2013,118.47200012207031
cri,m,total,2013,111.84300231933594
cri,m,youth,2013,49.03900146484375
cri,m,adult,2013,62.80400085449219
cri,f,total,2013,97.9020004272461
cri,f,youth,2013,42.23400115966797
cri,f,adult,2013,55.667999267578125
cri,mf,total,2014,219.718994140625
cri,mf,youth,2014,101.56199645996094
cri,mf,adult,2014,118.15699768066406
cri,m,total,2014,113.3030014038086
cri,m,youth,2014,54.915000915527344
cri,m,adult,2014,58.38800048828125
cri,f,total,2014,106.41500091552734
cri,f,youth,2014,46.64699935913086
cri,f,adult,2014,59.768001556396484
hrv,mf,total,2002,131.63299560546875
hrv,mf,youth,2002,39.63999938964844
hrv,mf,adult,2002,91.99199676513672
hrv,m,total,2002,64.01799774169922
hrv,m,youth,2002,21.607999801635742
hrv,m,adult,2002,42.40999984741211
hrv,f,total,2002,67.61399841308594
hrv,f,youth,2002,18.031999588012695
hrv,f,adult,2002,49.582000732421875
hrv,mf,total,2003,126.14800262451172
hrv,mf,youth,2003,38.41400146484375
hrv,mf,adult,2003,87.73400115966797
hrv,m,total,2003,62.6150016784668
hrv,m,youth,2003,20.802000045776367
hrv,m,adult,2003,41.8129997253418
hrv,f,total,2003,63.53200149536133
hrv,f,youth,2003,17.61199951171875
hrv,f,adult,2003,45.91999816894531
hrv,mf,total,2004,123.45099639892578
hrv,mf,youth,2004,34.83700180053711
hrv,mf,adult,2004,88.61399841308594
hrv,m,total,2004,59.165000915527344
hrv,m,youth,2004,17.667999267578125
hrv,m,adult,2004,41.49700164794922
hrv,f,total,2004,64.28500366210938
hrv,f,youth,2004,17.16900062561035
hrv,f,adult,2004,47.117000579833984
hrv,mf,total,2005,113.28299713134766
hrv,mf,youth,2005,33.05799865722656
hrv,mf,adult,2005,80.2249984741211
hrv,m,total,2005,56.60200119018555
hrv,m,youth,2005,18.05699920654297
hrv,m,adult,2005,38.54399871826172
hrv,f,total,2005,56.68199920654297
hrv,f,youth,2005,15.00100040435791
hrv,f,adult,2005,41.680999755859375
hrv,mf,total,2006,99.33000183105469
hrv,mf,youth,2006,27.465999603271484
hrv,mf,adult,2006,71.86399841308594
hrv,m,total,2006,47.2239990234375
hrv,m,youth,2006,14.84000015258789
hrv,m,adult,2006,32.38399887084961
hrv,f,total,2006,52.10599899291992
hrv,f,youth,2006,12.62600040435791
hrv,f,adult,2006,39.47999954223633
hrv,mf,total,2007,190.697998046875
hrv,mf,youth,2007,48.74399948120117
hrv,mf,adult,2007,141.95399475097656
hrv,m,total,2007,92.99299621582031
hrv,m,youth,2007,24.69099998474121
hrv,m,adult,2007,68.302001953125
hrv,f,total,2007,97.70500183105469
hrv,f,youth,2007,24.054000854492188
hrv,f,adult,2007,73.6520004272461
hrv,mf,total,2008,165.1179962158203
hrv,mf,youth,2008,45.70000076293945
hrv,mf,adult,2008,119.41799926757812
hrv,m,total,2008,74.80400085449219
hrv,m,youth,2008,23.958999633789062
hrv,m,adult,2008,50.845001220703125
hrv,f,total,2008,90.31400299072266
hrv,f,youth,2008,21.740999221801758
hrv,f,adult,2008,68.5739974975586
hrv,mf,total,2009,178.06300354003906
hrv,mf,youth,2009,47.321998596191406
hrv,mf,adult,2009,130.74000549316406
hrv,m,total,2009,82.677001953125
hrv,m,youth,2009,26.540000915527344
hrv,m,adult,2009,56.137001037597656
hrv,f,total,2009,95.38600158691406
hrv,f,youth,2009,20.781999588012695
hrv,f,adult,2009,74.60299682617188
hrv,mf,total,2010,222.22999572753906
hrv,mf,youth,2010,59.051998138427734
hrv,mf,adult,2010,163.17799377441406
hrv,m,total,2010,114.16999816894531
hrv,m,youth,2010,33.35100173950195
hrv,m,adult,2010,80.81900024414062
hrv,f,total,2010,108.05999755859375
hrv,f,youth,2010,25.701000213623047
hrv,f,adult,2010,82.35900115966797
hrv,mf,total,2011,257.4679870605469
hrv,mf,youth,2011,60.00699996948242
hrv,mf,adult,2011,197.46099853515625
hrv,m,total,2011,141.1909942626953
hrv,m,youth,2011,36.06100082397461
hrv,m,adult,2011,105.12999725341797
hrv,f,total,2011,116.27799987792969
hrv,f,youth,2011,23.945999145507812
hrv,f,adult,2011,92.33100128173828
hrv,mf,total,2012,296.8609924316406
hrv,mf,youth,2012,63.479000091552734
hrv,mf,adult,2012,233.3820037841797
hrv,m,total,2012,161.83700561523438
hrv,m,youth,2012,37.43000030517578
hrv,m,adult,2012,124.40699768066406
hrv,f,total,2012,135.0240020751953
hrv,f,youth,2012,26.048999786376953
hrv,f,adult,2012,108.9749984741211
hrv,mf,total,2013,317.7179870605469
hrv,mf,youth,2013,74.26699829101562
hrv,mf,adult,2013,243.4510040283203
hrv,m,total,2013,176.1739959716797
hrv,m,youth,2013,44.02399826049805
hrv,m,adult,2013,132.14999389648438
hrv,f,total,2013,141.54400634765625
hrv,f,youth,2013,30.243000030517578
hrv,f,adult,2013,111.3010025024414
hrv,mf,total,2014,326.97100830078125
hrv,mf,youth,2014,75.33000183105469
hrv,mf,adult,2014,251.64100646972656
hrv,m,total,2014,167.02200317382812
hrv,m,youth,2014,43.47200012207031
hrv,m,adult,2014,123.54900360107422
hrv,f,total,2014,159.9499969482422
hrv,f,youth,2014,31.857999801635742
hrv,f,adult,2014,128.0919952392578
cub,mf,total,2009,86.09200286865234
cub,mf,youth,2009,23.343000411987305
cub,mf,adult,2009,62.749000549316406
cub,m,total,2009,46.79499816894531
cub,m,youth,2009,13.567999839782715
cub,m,adult,2009,33.22700119018555
cub,f,total,2009,39.297000885009766
cub,f,youth,2009,9.774999618530273
cub,f,adult,2009,29.52199935913086
cub,mf,total,2010,128.0
cub,mf,youth,2010,39.90700149536133
cub,mf,adult,2010,88.09300231933594
cub,m,total,2010,75.0
cub,m,youth,2010,25.0
cub,m,adult,2010,50.0
cub,f,total,2010,53.0
cub,f,youth,2010,14.906999588012695
cub,f,adult,2010,38.09299850463867
cyp,mf,total,2000,3.8389999866485596
cyp,mf,youth,2000,0.9210000038146973
cyp,mf,adult,2000,2.9179999828338623
cyp,m,total,2000,1.4240000247955322
cyp,m,youth,2000,0.28299999237060547
cyp,m,adult,2000,1.1419999599456787
cyp,f,total,2000,2.4140000343322754
cyp,f,youth,2000,0.6380000114440918
cyp,f,adult,2000,1.7760000228881836
cyp,mf,total,2001,3.2109999656677246
cyp,mf,youth,2001,0.7519999742507935
cyp,mf,adult,2001,2.4590001106262207
cyp,m,total,2001,1.187999963760376
cyp,m,youth,2001,0.25999999046325684
cyp,m,adult,2001,0.9279999732971191
cyp,f,total,2001,2.0230000019073486
cyp,f,youth,2001,0.492000013589859
cyp,f,adult,2001,1.531000018119812
cyp,mf,total,2002,2.688999891281128
cyp,mf,youth,2002,0.6629999876022339
cyp,mf,adult,2002,2.0260000228881836
cyp,m,total,2002,1.180999994277954
cyp,m,youth,2002,0.328000009059906
cyp,m,adult,2002,0.8529999852180481
cyp,f,total,2002,1.5069999694824219
cyp,f,youth,2002,0.33500000834465027
cyp,f,adult,2002,1.1729999780654907
cyp,mf,total,2003,3.5269999504089355
cyp,mf,youth,2003,0.7889999747276306
cyp,mf,adult,2003,2.73799991607666
cyp,m,total,2003,1.781999945640564
cyp,m,youth,2003,0.38600000739097595
cyp,m,adult,2003,1.3960000276565552
cyp,f,total,2003,1.746000051498413
cyp,f,youth,2003,0.40299999713897705
cyp,f,adult,2003,1.3420000076293945
cyp,mf,total,2004,12.482999801635742
cyp,mf,youth,2004,3.007999897003174
cyp,mf,adult,2004,9.475000381469727
cyp,m,total,2004,5.21999979019165
cyp,m,youth,2004,1.3420000076293945
cyp,m,adult,2004,3.878000020980835
cyp,f,total,2004,7.263000011444092
cyp,f,youth,2004,1.6660000085830688
cyp,f,adult,2004,5.5970001220703125
cyp,mf,total,2005,19.492000579833984
cyp,mf,youth,2005,5.521999835968018
cyp,mf,adult,2005,13.970000267028809
cyp,m,total,2005,9.04800033569336
cyp,m,youth,2005,2.7070000171661377
cyp,m,adult,2005,6.341000080108643
cyp,f,total,2005,10.444999694824219
cyp,f,youth,2005,2.815000057220459
cyp,f,adult,2005,7.630000114440918
cyp,mf,total,2006,17.003999710083008
cyp,mf,youth,2006,3.9030001163482666
cyp,mf,adult,2006,13.10099983215332
cyp,m,total,2006,8.043999671936035
cyp,m,youth,2006,1.8070000410079956
cyp,m,adult,2006,6.236999988555908
cyp,f,total,2006,8.960000038146973
cyp,f,youth,2006,2.0959999561309814
cyp,f,adult,2006,6.863999843597412
cyp,mf,total,2007,15.428000450134277
cyp,mf,youth,2007,3.9660000801086426
cyp,mf,adult,2007,11.461999893188477
cyp,m,total,2007,7.3480000495910645
cyp,m,youth,2007,2.1010000705718994
cyp,m,adult,2007,5.248000144958496
cyp,f,total,2007,8.079999923706055
cyp,f,youth,2007,1.8660000562667847
cyp,f,adult,2007,6.214000225067139
cyp,mf,total,2008,14.52299976348877
cyp,mf,youth,2008,3.5239999294281006
cyp,mf,adult,2008,10.99899959564209
cyp,m,total,2008,6.966000080108643
cyp,m,youth,2008,1.621000051498413
cyp,m,adult,2008,5.34499979019165
cyp,f,total,2008,7.557000160217285
cyp,f,youth,2008,1.902999997138977
cyp,f,adult,2008,5.6539998054504395
cyp,mf,total,2009,21.70400047302246
cyp,mf,youth,2009,5.64900016784668
cyp,mf,adult,2009,16.05500030517578
cyp,m,total,2009,11.38700008392334
cyp,m,youth,2009,2.747999906539917
cyp,m,adult,2009,8.638999938964844
cyp,f,total,2009,10.315999984741211
cyp,f,youth,2009,2.9010000228881836
cyp,f,adult,2009,7.414999961853027
cyp,mf,total,2010,26.4060001373291
cyp,mf,youth,2010,7.013999938964844
cyp,mf,adult,2010,19.392000198364258
cyp,m,total,2010,13.62399959564209
cyp,m,youth,2010,3.2009999752044678
cyp,m,adult,2010,10.42300033569336
cyp,f,total,2010,12.781999588012695
cyp,f,youth,2010,3.812000036239624
cyp,f,adult,2010,8.968999862670898
cyp,mf,total,2011,33.95100021362305
cyp,mf,youth,2011,9.050000190734863
cyp,mf,adult,2011,24.902000427246094
cyp,m,total,2011,18.302000045776367
cyp,m,youth,2011,4.699999809265137
cyp,m,adult,2011,13.60200023651123
cyp,f,total,2011,15.64900016784668
cyp,f,youth,2011,4.348999977111816
cyp,f,adult,2011,11.300000190734863
cyp,mf,total,2012,51.51499938964844
cyp,mf,youth,2012,11.46500015258789
cyp,mf,adult,2012,40.04999923706055
cyp,m,total,2012,28.687000274658203
cyp,m,youth,2012,6.111999988555908
cyp,m,adult,2012,22.573999404907227
cyp,f,total,2012,22.827999114990234
cyp,f,youth,2012,5.353000164031982
cyp,f,adult,2012,17.475000381469727
cyp,mf,total,2013,68.87100219726562
cyp,mf,youth,2013,15.746000289916992
cyp,mf,adult,2013,53.125
cyp,m,total,2013,37.62200164794922
cyp,m,youth,2013,8.23900032043457
cyp,m,adult,2013,29.382999420166016
cyp,f,total,2013,31.249000549316406
cyp,f,youth,2013,7.506999969482422
cyp,f,adult,2013,23.742000579833984
cyp,mf,total,2014,69.88999938964844
cyp,mf,youth,2014,15.246999740600586
cyp,mf,adult,2014,54.643001556396484
cyp,m,total,2014,38.242000579833984
cyp,m,youth,2014,7.61299991607666
cyp,m,adult,2014,30.628999710083008
cyp,f,total,2014,31.648000717163086
cyp,f,youth,2014,7.632999897003174
cyp,f,adult,2014,24.014999389648438
cze,mf,total,1993,220.0240020751953
cze,mf,youth,1993,71.52799987792969
cze,mf,adult,1993,148.49600219726562
cze,m,total,1993,96.95600128173828
cze,m,youth,1993,35.257999420166016
cze,m,adult,1993,61.698001861572266
cze,f,total,1993,123.06800079345703
cze,f,youth,1993,36.27000045776367
cze,f,adult,1993,86.7979965209961
cze,mf,total,1994,221.1699981689453
cze,mf,youth,1994,76.44200134277344
cze,mf,adult,1994,144.72799682617188
cze,m,total,1994,102.43199920654297
cze,m,youth,1994,40.77199935913086
cze,m,adult,1994,61.659000396728516
cze,f,total,1994,118.73799896240234
cze,f,youth,1994,35.66899871826172
cze,f,adult,1994,83.06900024414062
cze,mf,total,1995,208.05099487304688
cze,mf,youth,1995,67.41600036621094
cze,mf,adult,1995,140.63499450683594
cze,m,total,1995,98.0790023803711
cze,m,youth,1995,36.823001861572266
cze,m,adult,1995,61.25600051879883
cze,f,total,1995,109.97200012207031
cze,f,youth,1995,30.593000411987305
cze,f,adult,1995,79.37899780273438
cze,mf,total,1996,201.46400451660156
cze,mf,youth,1996,60.70899963378906
cze,mf,adult,1996,140.7550048828125
cze,m,total,1996,95.38899993896484
cze,m,youth,1996,32.32899856567383
cze,m,adult,1996,63.06100082397461
cze,f,total,1996,106.0739974975586
cze,f,youth,1996,28.3799991607666
cze,f,adult,1996,77.69400024414062
cze,mf,total,1997,248.31100463867188
cze,mf,youth,1997,70.93199920654297
cze,mf,adult,1997,177.37899780273438
cze,m,total,1997,112.73500061035156
cze,m,youth,1997,36.44499969482422
cze,m,adult,1997,76.29100036621094
cze,f,total,1997,135.5749969482422
cze,f,youth,1997,34.48699951171875
cze,f,adult,1997,101.08799743652344
cze,mf,total,1998,335.7279968261719
cze,mf,youth,1998,102.2249984741211
cze,mf,adult,1998,233.5030059814453
cze,m,total,1998,146.18899536132812
cze,m,youth,1998,51.24300003051758
cze,m,adult,1998,94.94599914550781
cze,f,total,1998,189.53900146484375
cze,f,youth,1998,50.981998443603516
cze,f,adult,1998,138.5570068359375
cze,mf,total,1999,454.1090087890625
cze,mf,youth,1999,133.32699584960938
cze,mf,adult,1999,320.7820129394531
cze,m,total,1999,211.16700744628906
cze,m,youth,1999,71.27100372314453
cze,m,adult,1999,139.89599609375
cze,f,total,1999,242.94200134277344
cze,f,youth,1999,62.05500030517578
cze,f,adult,1999,180.88699340820312
cze,mf,total,2000,454.5119934082031
cze,mf,youth,2000,122.26499938964844
cze,mf,adult,2000,332.2460021972656
cze,m,total,2000,211.62100219726562
cze,m,youth,2000,68.25800323486328
cze,m,adult,2000,143.36300659179688
cze,f,total,2000,242.89100646972656
cze,f,youth,2000,54.007999420166016
cze,f,adult,2000,188.88299560546875
cze,mf,total,2001,420.9909973144531
cze,mf,youth,2001,108.23300170898438
cze,mf,adult,2001,312.75799560546875
cze,m,total,2001,194.5679931640625
cze,m,youth,2001,59.57600021362305
cze,m,adult,2001,134.99200439453125
cze,f,total,2001,226.42300415039062
cze,f,youth,2001,48.65700149536133
cze,f,adult,2001,177.76499938964844
cze,mf,total,2002,377.06298828125
cze,mf,youth,2002,93.70800018310547
cze,mf,adult,2002,283.3550109863281
cze,m,total,2002,170.8209991455078
cze,m,youth,2002,50.3129997253418
cze,m,adult,2002,120.50800323486328
cze,f,total,2002,206.24200439453125
cze,f,youth,2002,43.39500045776367
cze,f,adult,2002,162.8470001220703
cze,mf,total,2003,399.1199951171875
cze,mf,youth,2003,95.16999816894531
cze,mf,adult,2003,303.95001220703125
cze,m,total,2003,174.63999938964844
cze,m,youth,2003,50.77000045776367
cze,m,adult,2003,123.87000274658203
cze,f,total,2003,224.47999572753906
cze,f,youth,2003,44.400001525878906
cze,f,adult,2003,180.0800018310547
cze,mf,total,2004,425.8900146484375
cze,mf,youth,2004,101.3499984741211
cze,mf,adult,2004,324.5400085449219
cze,m,total,2004,201.22999572753906
cze,m,youth,2004,59.7400016784668
cze,m,adult,2004,141.49000549316406
cze,f,total,2004,224.66000366210938
cze,f,youth,2004,41.61000061035156
cze,f,adult,2004,183.0500030517578
cze,mf,total,2005,410.1700134277344
cze,mf,youth,2005,88.55000305175781
cze,mf,adult,2005,321.6199951171875
cze,m,total,2005,186.6699981689453
cze,m,youth,2005,52.150001525878906
cze,m,adult,2005,134.52000427246094
cze,f,total,2005,223.5
cze,f,youth,2005,36.400001525878906
cze,f,adult,2005,187.10000610351562
cze,mf,total,2006,371.2929992675781
cze,mf,youth,2006,78.89700317382812
cze,mf,adult,2006,292.3970031738281
cze,m,total,2006,169.08299255371094
cze,m,youth,2006,43.12900161743164
cze,m,adult,2006,125.9540023803711
cze,f,total,2006,202.2100067138672
cze,f,youth,2006,35.768001556396484
cze,f,adult,2006,166.4429931640625
cze,mf,total,2007,276.33099365234375
cze,mf,youth,2007,45.95100021362305
cze,mf,adult,2007,230.3800048828125
cze,m,total,2007,123.58200073242188
cze,m,youth,2007,26.70400047302246
cze,m,adult,2007,96.87799835205078
cze,f,total,2007,152.74899291992188
cze,f,youth,2007,19.246999740600586
cze,f,adult,2007,133.5019989013672
cze,mf,total,2008,229.83200073242188
cze,mf,youth,2008,41.301998138427734
cze,mf,adult,2008,188.52999877929688
cze,m,total,2008,102.63099670410156
cze,m,youth,2008,24.381000518798828
cze,m,adult,2008,78.25
cze,f,total,2008,127.20099639892578
cze,f,youth,2008,16.920000076293945
cze,f,adult,2008,110.28099822998047
cze,mf,total,2009,352.1889953613281
cze,mf,youth,2009,70.5790023803711
cze,mf,adult,2009,281.6099853515625
cze,m,total,2009,175.3800048828125
cze,m,youth,2009,42.433998107910156
cze,m,adult,2009,132.94500732421875
cze,f,total,2009,176.80999755859375
cze,f,youth,2009,28.145000457763672
cze,f,adult,2009,148.6649932861328
cze,mf,total,2010,385.8760070800781
cze,mf,youth,2010,58.82400131225586
cze,mf,adult,2010,327.052001953125
cze,m,total,2010,192.93800354003906
cze,m,youth,2010,29.41200065612793
cze,m,adult,2010,163.5260009765625
cze,f,total,2010,192.93800354003906
cze,f,youth,2010,29.41200065612793
cze,f,adult,2010,163.5260009765625
cze,mf,total,2011,353.5989990234375
cze,mf,youth,2011,67.84600067138672
cze,mf,adult,2011,285.75299072265625
cze,m,total,2011,172.39300537109375
cze,m,youth,2011,41.37300109863281
cze,m,adult,2011,131.02000427246094
cze,f,total,2011,181.20599365234375
cze,f,youth,2011,26.472999572753906
cze,f,adult,2011,154.73300170898438
cze,mf,total,2012,361.1340026855469
cze,mf,youth,2012,70.02100372314453
cze,mf,adult,2012,291.1130065917969
cze,m,total,2012,172.39100646972656
cze,m,youth,2012,41.37300109863281
cze,m,adult,2012,131.01800537109375
cze,f,total,2012,188.7429962158203
cze,f,youth,2012,28.64900016784668
cze,f,adult,2012,160.093994140625
cze,mf,total,2013,368.9410095214844
cze,mf,youth,2013,68.72000122070312
cze,mf,adult,2013,300.22100830078125
cze,m,total,2013,175.2969970703125
cze,m,youth,2013,40.2859992980957
cze,m,adult,2013,135.01100158691406
cze,f,total,2013,193.6439971923828
cze,f,youth,2013,28.43400001525879
cze,f,adult,2013,165.2100067138672
cze,mf,total,2014,323.5889892578125
cze,mf,youth,2014,56.448001861572266
cze,mf,adult,2014,267.1409912109375
cze,m,total,2014,151.33900451660156
cze,m,youth,2014,32.38600158691406
cze,m,adult,2014,118.9530029296875
cze,f,total,2014,172.25
cze,f,youth,2014,24.062000274658203
cze,f,adult,2014,148.18800354003906
dnk,mf,total,1983,259.5
dnk,mf,youth,1983,95.19999694824219
dnk,mf,adult,1983,164.3000030517578
dnk,m,total,1983,132.8000030517578
dnk,m,youth,1983,48.099998474121094
dnk,m,adult,1983,84.69999694824219
dnk,f,total,1983,126.69999694824219
dnk,f,youth,1983,47.099998474121094
dnk,f,adult,1983,79.5999984741211
dnk,mf,total,1984,241.3000030517578
dnk,mf,youth,1984,81.19999694824219
dnk,mf,adult,1984,160.10000610351562
dnk,m,total,1984,114.80000305175781
dnk,m,youth,1984,37.79999923706055
dnk,m,adult,1984,77.0
dnk,f,total,1984,126.5
dnk,f,youth,1984,43.400001525878906
dnk,f,adult,1984,83.0999984741211
dnk,mf,total,1985,215.1999969482422
dnk,mf,youth,1985,68.19999694824219
dnk,mf,adult,1985,147.0
dnk,m,total,1985,95.5999984741211
dnk,m,youth,1985,32.099998474121094
dnk,m,adult,1985,63.5
dnk,f,total,1985,119.5999984741211
dnk,f,youth,1985,36.099998474121094
dnk,f,adult,1985,83.5
dnk,mf,total,1986,170.10000610351562
dnk,mf,youth,1986,46.599998474121094
dnk,mf,adult,1986,123.5
dnk,m,total,1986,69.30000305175781
dnk,m,youth,1986,21.600000381469727
dnk,m,adult,1986,47.70000076293945
dnk,f,total,1986,100.80000305175781
dnk,f,youth,1986,25.0
dnk,f,adult,1986,75.80000305175781
dnk,mf,total,1987,170.6999969482422
dnk,mf,youth,1987,52.20000076293945
dnk,mf,adult,1987,118.5
dnk,m,total,1987,78.69999694824219
dnk,m,youth,1987,24.700000762939453
dnk,m,adult,1987,54.0
dnk,f,total,1987,92.0
dnk,f,youth,1987,27.5
dnk,f,adult,1987,64.5
dnk,mf,total,1988,186.39999389648438
dnk,mf,youth,1988,50.900001525878906
dnk,mf,adult,1988,135.5
dnk,m,total,1988,89.9000015258789
dnk,m,youth,1988,25.5
dnk,m,adult,1988,64.4000015258789
dnk,f,total,1988,96.5
dnk,f,youth,1988,25.399999618530273
dnk,f,adult,1988,71.0999984741211
dnk,mf,total,1989,233.1999969482422
dnk,mf,youth,1989,66.4000015258789
dnk,mf,adult,1989,166.8000030517578
dnk,m,total,1989,116.30000305175781
dnk,m,youth,1989,32.70000076293945
dnk,m,adult,1989,83.5999984741211
dnk,f,total,1989,116.9000015258789
dnk,f,youth,1989,33.70000076293945
dnk,f,adult,1989,83.19999694824219
dnk,mf,total,1990,241.8000030517578
dnk,mf,youth,1990,64.0
dnk,mf,adult,1990,177.8000030517578
dnk,m,total,1990,122.30000305175781
dnk,m,youth,1990,33.5
dnk,m,adult,1990,88.80000305175781
dnk,f,total,1990,119.5
dnk,f,youth,1990,30.5
dnk,f,adult,1990,89.0
dnk,mf,total,1991,263.79998779296875
dnk,mf,youth,1991,62.900001525878906
dnk,mf,adult,1991,200.89999389648438
dnk,m,total,1991,128.5
dnk,m,youth,1991,30.5
dnk,m,adult,1991,98.0
dnk,f,total,1991,135.3000030517578
dnk,f,youth,1991,32.400001525878906
dnk,f,adult,1991,102.9000015258789
dnk,mf,total,1992,262.0
dnk,mf,youth,1992,63.79999923706055
dnk,mf,adult,1992,198.1999969482422
dnk,m,total,1992,127.9000015258789
dnk,m,youth,1992,32.29999923706055
dnk,m,adult,1992,95.5999984741211
dnk,f,total,1992,134.10000610351562
dnk,f,youth,1992,31.5
dnk,f,adult,1992,102.5999984741211
dnk,mf,total,1993,308.6000061035156
dnk,mf,youth,1993,72.9000015258789
dnk,mf,adult,1993,235.6999969482422
dnk,m,total,1993,159.0
dnk,m,youth,1993,36.900001525878906
dnk,m,adult,1993,122.0999984741211
dnk,f,total,1993,149.60000610351562
dnk,f,youth,1993,36.0
dnk,f,adult,1993,113.5999984741211
dnk,mf,total,1994,221.69500732421875
dnk,mf,youth,1994,49.308998107910156
dnk,mf,adult,1994,172.38600158691406
dnk,m,total,1994,106.88400268554688
dnk,m,youth,1994,26.702999114990234
dnk,m,adult,1994,80.18199920654297
dnk,f,total,1994,114.81099700927734
dnk,f,youth,1994,22.606000900268555
dnk,f,adult,1994,92.20500183105469
dnk,mf,total,1995,196.29299926757812
dnk,mf,youth,1995,50.80699920654297
dnk,mf,adult,1995,145.48599243164062
dnk,m,total,1995,85.61699676513672
dnk,m,youth,1995,20.927000045776367
dnk,m,adult,1995,64.69000244140625
dnk,f,total,1995,110.6760025024414
dnk,f,youth,1995,29.8799991607666
dnk,f,adult,1995,80.7959976196289
dnk,mf,total,1996,192.66700744628906
dnk,mf,youth,1996,53.112998962402344
dnk,mf,adult,1996,139.5540008544922
dnk,m,total,1996,84.6050033569336
dnk,m,youth,1996,23.96299934387207
dnk,m,adult,1996,60.643001556396484
dnk,f,total,1996,108.06199645996094
